samples,Realm,Biome,Functional_group
mgm4698151,Marine,Marine_shelf,Photic_coral_reefs
mgm4698152,Marine,Marine_shelf,Photic_coral_reefs
mgm4698153,Marine,Marine_shelf,Photic_coral_reefs
mgm4698154,Marine,Marine_shelf,Photic_coral_reefs
mgm4698155,Marine,Marine_shelf,Photic_coral_reefs
mgm4698156,Marine,Marine_shelf,Photic_coral_reefs
mgm4698157,Marine,Marine_shelf,Photic_coral_reefs
mgm4698158,Marine,Marine_shelf,Photic_coral_reefs
mgm4698159,Marine,Marine_shelf,Photic_coral_reefs
mgm4698162,Marine,Marine_shelf,Photic_coral_reefs
mgm4698163,Marine,Marine_shelf,Photic_coral_reefs
mgm4698164,Marine,Marine_shelf,Photic_coral_reefs
mgm4698165,Marine,Marine_shelf,Photic_coral_reefs
mgm4698166,Marine,Marine_shelf,Photic_coral_reefs
mgm4698167,Marine,Marine_shelf,Photic_coral_reefs
mgm4698168,Marine,Marine_shelf,Photic_coral_reefs
mgm4698169,Marine,Marine_shelf,Photic_coral_reefs
mgm4698170,Marine,Marine_shelf,Photic_coral_reefs
mgm4698172,Marine,Marine_shelf,Photic_coral_reefs
mgm4698175,Marine,Marine_shelf,Photic_coral_reefs
mgm4698176,Marine,Marine_shelf,Photic_coral_reefs
mgm4698178,Marine,Marine_shelf,Photic_coral_reefs
mgm4698179,Marine,Marine_shelf,Photic_coral_reefs
mgm4698181,Marine,Marine_shelf,Photic_coral_reefs
mgm4698182,Marine,Marine_shelf,Photic_coral_reefs
mgm4698183,Marine,Marine_shelf,Photic_coral_reefs
mgm4698184,Marine,Marine_shelf,Photic_coral_reefs
mgm4698185,Marine,Marine_shelf,Photic_coral_reefs
mgm4698186,Marine,Marine_shelf,Photic_coral_reefs
mgm4698187,Marine,Marine_shelf,Photic_coral_reefs
mgm4698188,Marine,Marine_shelf,Photic_coral_reefs
mgm4698189,Marine,Marine_shelf,Photic_coral_reefs
mgm4698190,Marine,Marine_shelf,Photic_coral_reefs
mgm4698191,Marine,Marine_shelf,Photic_coral_reefs
mgm4573350,Marine,Marine_shelf,NA
mgm4573351,Marine,Marine_shelf,NA
mgm4573352,Marine,Marine_shelf,NA
mgm4573353,Marine,Marine_shelf,NA
mgm4573354,Marine,Marine_shelf,NA
mgm4573355,Marine,Marine_shelf,NA
mgm4573356,Marine,Marine_shelf,NA
mgm4573357,Marine,Marine_shelf,NA
mgm4573495,Marine,Marine_shelf,NA
mgm4573496,Marine,Marine_shelf,NA
mgm4573497,Marine,Marine_shelf,NA
mgm4573676,Marine,Marine_shelf,NA
mgm4573677,Marine,Marine_shelf,NA
mgm4573950,Marine,Marine_shelf,NA
mgm4762274,Marine,Marine_shelf,NA
mgm4762275,Marine,Marine_shelf,NA
mgm4762276,Marine,Marine_shelf,NA
mgm4762277,Marine,Marine_shelf,NA
mgm4762278,Marine,Marine_shelf,NA
mgm4762279,Marine,Marine_shelf,NA
mgm4762280,Marine,Marine_shelf,NA
mgm4762281,Marine,Marine_shelf,NA
mgm4762282,Marine,Marine_shelf,NA
mgm4762283,Marine,Marine_shelf,NA
mgm4762284,Marine,Marine_shelf,NA
mgm4762285,Marine,Marine_shelf,NA
mgm4762286,Marine,Marine_shelf,NA
mgm4762287,Marine,Marine_shelf,NA
mgm4762288,Marine,Marine_shelf,NA
mgm4762289,Marine,Marine_shelf,NA
mgm4762290,Marine,Marine_shelf,NA
mgm4762291,Marine,Marine_shelf,NA
mgm4762292,Marine,Marine_shelf,NA
mgm4762293,Marine,Marine_shelf,NA
mgm4762294,Marine,Marine_shelf,NA
mgm4762295,Marine,Marine_shelf,NA
mgm4762296,Marine,Marine_shelf,NA
mgm4762297,Marine,Marine_shelf,NA
mgm4762298,Marine,Marine_shelf,NA
mgm4762299,Marine,Marine_shelf,NA
mgm4762304,Marine,Marine_shelf,NA
mgm4762307,Marine,Marine_shelf,NA
mgm4762308,Marine,Marine_shelf,NA
mgm4762309,Marine,Marine_shelf,NA
mgm4762310,Marine,Marine_shelf,NA
mgm4762311,Marine,Marine_shelf,NA
mgm4762312,Marine,Marine_shelf,NA
mgm4762313,Marine,Marine_shelf,NA
mgm4762314,Marine,Marine_shelf,NA
mgm4762315,Marine,Marine_shelf,NA
mgm4762316,Marine,Marine_shelf,NA
mgm4762317,Marine,Marine_shelf,NA
mgm4762318,Marine,Marine_shelf,NA
mgm4762319,Marine,Marine_shelf,NA
mgm4762320,Marine,Marine_shelf,NA
mgm4762321,Marine,Marine_shelf,NA
mgm4762322,Marine,Marine_shelf,NA
mgm4768634,Marine,Marine_shelf,NA
mgm4768635,Marine,Marine_shelf,NA
mgm4768636,Marine,Marine_shelf,NA
mgm4768637,Marine,Marine_shelf,NA
mgm4768638,Marine,Marine_shelf,NA
mgm4768639,Marine,Marine_shelf,NA
mgm4768640,Marine,Marine_shelf,NA
mgm4768641,Marine,Marine_shelf,NA
mgm4768642,Marine,Marine_shelf,NA
mgm4440036,Marine,Marine_shelf,Photic_coral_reefs
mgm4440037,Marine,Marine_shelf,Photic_coral_reefs
mgm4440038,Marine,Marine_shelf,Photic_coral_reefs
mgm4440039,Marine,Marine_shelf,Photic_coral_reefs
mgm4440040,Marine,Marine_shelf,Photic_coral_reefs
mgm4440041,Marine,Marine_shelf,Photic_coral_reefs
mgm4440212,Marine,Marine_shelf,NA
mgm4440213,Marine,Marine_shelf,NA
mgm4440275,Marine,Marine_shelf,NA
mgm4440276,Marine,Marine_shelf,NA
mgm4441570,Marine,Pelagic_ocean_waters,NA
mgm4441571,Marine,Pelagic_ocean_waters,NA
mgm4441573,Marine,Pelagic_ocean_waters,NA
mgm4441574,Marine,Pelagic_ocean_waters,NA
mgm4713017,Freshwater,Artificial_Wetland,Large_reservoirs
mgm4713020,Freshwater,Artificial_Wetland,Large_reservoirs
mgm4713021,Freshwater,Artificial_Wetland,Large_reservoirs
mgm4713022,Freshwater,Artificial_Wetland,Large_reservoirs
mgm4713025,Freshwater,Artificial_Wetland,Large_reservoirs
mgm4713028,Freshwater,Artificial_Wetland,Large_reservoirs
mgm4713031,Freshwater,Artificial_Wetland,Large_reservoirs
mgm4713033,Freshwater,Artificial_Wetland,Large_reservoirs
mgm4713035,Freshwater,Artificial_Wetland,Large_reservoirs
mgm4713037,Freshwater,Artificial_Wetland,Large_reservoirs
mgm4453374,Marine,Marine_shelf,Subtidal_rocky_reef
mgm4461444,Marine,Marine_shelf,Subtidal_rocky_reef
mgm4461451,Marine,Marine_shelf,Subtidal_rocky_reef
mgm4461452,Marine,Marine_shelf,Subtidal_rocky_reef
mgm4461453,Marine,Marine_shelf,Subtidal_rocky_reef
mgm4461454,Marine,Marine_shelf,Subtidal_rocky_reef
mgm4461455,Marine,Marine_shelf,Subtidal_rocky_reef
mgm4461456,Marine,Marine_shelf,Subtidal_rocky_reef
mgm4476434,Marine,Marine_shelf,Subtidal_rocky_reef
mgm4476436,Marine,Marine_shelf,Subtidal_rocky_reef
mgm4476439,Marine,Marine_shelf,Subtidal_rocky_reef
mgm4530252,Marine,Marine_shelf,Subtidal_rocky_reef
mgm4530253,Marine,Marine_shelf,Subtidal_rocky_reef
mgm4530254,Marine,Marine_shelf,Subtidal_rocky_reef
mgm4530290,Marine,Marine_shelf,Subtidal_rocky_reef
mgm4530291,Marine,Marine_shelf,Subtidal_rocky_reef
mgm4530370,Marine,Marine_shelf,Subtidal_rocky_reef
mgm4530372,Marine,Marine_shelf,Subtidal_rocky_reef
mgm4530373,Marine,Marine_shelf,Subtidal_rocky_reef
mgm4530427,Marine,Marine_shelf,Subtidal_rocky_reef
mgm4530428,Marine,Marine_shelf,Subtidal_rocky_reef
mgm4530429,Marine,Marine_shelf,Subtidal_rocky_reef
mgm4530430,Marine,Marine_shelf,Subtidal_rocky_reef
mgm4530431,Marine,Marine_shelf,Subtidal_rocky_reef
mgm4530432,Marine,Marine_shelf,Subtidal_rocky_reef
mgm4496840,Terrestrial,Savannas_and_grasslands,NA
mgm4496841,Terrestrial,Savannas_and_grasslands,NA
mgm4737385,Terrestrial,Savannas_and_grasslands,Temperate_woodlands
mgm4737386,Terrestrial,Savannas_and_grasslands,Temperate_woodlands
mgm4755543,Terrestrial,Intensive_land-use,Sown_pastures_and_fields
mgm4755544,Terrestrial,Intensive_land-use,Sown_pastures_and_fields
mgm4755545,Terrestrial,Intensive_land-use,Sown_pastures_and_fields
mgm4755546,Terrestrial,Intensive_land-use,Sown_pastures_and_fields
mgm4755547,Terrestrial,Intensive_land-use,Sown_pastures_and_fields
mgm4755548,Terrestrial,Intensive_land-use,Sown_pastures_and_fields
mgm4755549,Terrestrial,Intensive_land-use,Sown_pastures_and_fields
mgm4755550,Terrestrial,Intensive_land-use,Sown_pastures_and_fields
mgm4755551,Terrestrial,Intensive_land-use,Sown_pastures_and_fields
mgm4755552,Terrestrial,Intensive_land-use,Sown_pastures_and_fields
mgm4755553,Terrestrial,Intensive_land-use,Sown_pastures_and_fields
mgm4755554,Terrestrial,Intensive_land-use,Sown_pastures_and_fields
mgm4454167,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4454183,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4519600,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4519606,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4519612,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4519616,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4519620,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4519628,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4519638,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4519644,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4519648,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4519652,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4519654,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4519660,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4520021,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4520022,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4520024,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4520025,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4520026,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4520027,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4520028,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4520029,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4520030,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4520031,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4520032,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4520033,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4520034,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4520035,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4520036,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4561562,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4561566,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4723588,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4723589,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4723590,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4723591,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4723592,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4723593,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4723594,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4723595,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4723596,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4723597,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4723598,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4723599,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4723600,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4723601,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4723602,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4723603,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4723604,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4723605,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4723606,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4723607,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4723608,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4723609,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4723610,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4723611,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4723612,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4723613,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4723614,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4723615,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4723616,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4723617,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4723618,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4723619,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4727021,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4727022,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4727023,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4727024,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4727025,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4727026,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4727027,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4727028,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4727029,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4727030,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4727031,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4727032,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4727033,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4727034,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4727035,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4727036,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4727037,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4727038,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4727039,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4727040,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4727041,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4727042,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4727043,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4727044,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4727045,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4727046,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4727047,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4727048,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4727049,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4727050,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4727051,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4727052,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4727053,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4727055,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4727056,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4727057,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4727058,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4740841,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4740846,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4740847,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4740848,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4740849,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4740851,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4740852,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4740854,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4740855,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4740856,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4740857,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4740858,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4740859,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4740860,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4740861,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4740862,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4740863,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4740864,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4740865,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4740866,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4740867,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4740868,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4740869,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4740870,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4740871,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4740872,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4740873,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4740874,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4740875,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4740876,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4740877,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4740878,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4740880,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4740881,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4740882,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4754624,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4754625,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4754626,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4754627,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4754629,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4754630,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4754631,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4754632,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4754633,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4754634,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4754635,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4755556,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4766430,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4766431,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4766432,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4766433,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4766434,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4766435,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4766436,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4766437,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4766438,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4766439,Marine-Freshwater-Terrestrial,Brackish_tidal,Coastal_saltmarshes_and_reedbeds
mgm4477804,Terrestrial,Savannas_and_grasslands,Temperate_subhumid_grasslands
mgm4637196,Terrestrial,Intensive_land-use,Annual_croplands
mgm4637198,Terrestrial,Intensive_land-use,Annual_croplands
mgm4637199,Terrestrial,Intensive_land-use,Annual_croplands
mgm4670116,Terrestrial,Savannas_and_grasslands,NA
mgm4670117,Terrestrial,Savannas_and_grasslands,NA
mgm4670118,Terrestrial,Savannas_and_grasslands,NA
mgm4670119,Terrestrial,Savannas_and_grasslands,NA
mgm4670120,Terrestrial,Savannas_and_grasslands,NA
mgm4670121,Terrestrial,Savannas_and_grasslands,NA
