samples;total_number_of_reads;file_size;GC_content;total_number_of_bases;complete_sequence_size;average_read_size;read_size_mode;read_size_median;lowest_read_size;highest_read_size
mgm4453379;4873128;10989;0.47959222432536336;4554563;4554563;414.46564746564746;500;454;50;638
mgm4453380;26788140;59658;0.45295212948228564;25009506;25009506;419.21462335311276;492;455.0;50;624
mgm4453381;6375768;14810;0.5103653841234967;5942568;5942568;401.2537474679271;480;444.0;50;608
mgm4453382;2895769;6623;0.5073182616591412;2704809;2704809;408.3963460667371;482;446;50;603
mgm4453406;366271976;932632;0.6211252107485479;337471483;337471483;361.848492224157;493;387.0;50;647
mgm4453407;334076241;751799;0.6230167052370911;310881550;310881550;413.5168442628947;501;468;50;1454
mgm4453433;333173909;820013;0.6295414391070849;307864609;307864609;375.43869304511026;498;412;50;748
mgm4453434;466888329;1131138;0.6159323089386026;431802950;431802950;381.7420597663592;491;410.0;50;1194
mgm4453435;403144255;1061556;0.6230831169887496;370285443;370285443;348.81385720583745;489;371.0;50;750
mgm4453436;370221219;912472;0.6114679526688006;342045674;342045674;374.8560766796132;500;405.0;50;623
mgm4454153;101346673;252763;0.5337561263503274;93622013;93622013;370.3944525108501;477;401;50;611
mgm4454167;4989940;6113;0.45265810373158666;4813770;4813770;787.4644200883363;497;581;100;7845
mgm4454183;108554270;271497;0.4851930367868495;100248949;100248949;369.24514451356737;480;398;50;646
mgm4454501;20518550;43726;0.4757836401899981;19217876;19217876;439.50683803686593;481;458.0;151;637
mgm4454502;7516388;15960;0.4564666873040594;7048694;7048694;441.64749373433585;484;462.0;78;638
mgm4454503;1664388;3664;0.5119696210779746;1559239;1559239;425.55649563318775;482;449.5;79;603
mgm4454504;10300394;21793;0.49438303697253283;9657710;9657710;443.1565181480292;484;462;148;606
mgm4454505;4146963;8823;0.45686774302368094;3892203;3892203;441.1428085685141;473;461;81;588
mgm4454506;1975727;4321;0.5224655351669569;1851525;1851525;428.49456144411016;496;455;87;565
mgm4454686;4404143;9104;0.5735486089411996;4141234;4141234;454.88071177504395;489;476.0;150;610
mgm4454687;2334534;4836;0.5496905571065279;2195397;2195397;453.9696029776675;492;475.0;92;613
mgm4454689;1695074;3550;0.4432972996382822;1593231;1593231;448.7974647887324;502;466.0;152;615
mgm4454693;6914675;14430;0.42796808626804844;6492879;6492879;449.95696465696466;492;468.0;150;618
mgm4454695;2649068;5490;0.424588462704213;2490965;2490965;453.72768670309654;508;474.0;81;599
mgm4454699;3077837;6531;0.4919729576801884;2889545;2889545;442.4353085285561;474;462;155;586
mgm4454700;1295237;2734;0.46924468677745845;1217058;1217058;445.1565471836137;497;465.0;107;580
mgm4454703;1803202;3816;0.4635091769526672;1693645;1693645;443.8273060796646;493;463.0;171;597
mgm4460178;75413526;195902;0.43844586767935406;69451641;69451641;354.5223683270207;408;376.0;50;632
mgm4460179;58656334;152490;0.4346951391967358;54040204;54040204;354.3852318184799;461;376.0;50;639
mgm4460180;66290769;171302;0.4436860917430712;61091480;61091480;356.63027868909876;428;378.0;50;684
mgm4460182;63917001;166022;0.4362966143997722;58881376;58881376;354.6600811940586;467;376.0;50;642
mgm4460188;166859095;428293;0.43368118845462317;153693104;153693104;358.8503757941409;408;381;50;698
mgm4460189;94795512;239579;0.4696441232944562;87479651;87479651;365.1390606021396;456;388;50;628
mgm4460448;285013692;465467;0.36788260338859435;270695309;270695309;581.5563917527988;553;563;50;2048
mgm4460449;279942172;456385;0.3655403504098587;265905304;265905304;582.6337500136946;554;563;51;2048
mgm4460639;4361175106;19666690;0.5035701919614753;3722954716;3722954716;189.30255757323678;238;192.0;125;239
mgm4460641;4952757232;22854235;0.5185846768760962;4209677818;4209677818;184.19683782896254;205;186;125;239
mgm4460642;4188902042;19335988;0.5277980206007863;3561909872;3561909872;184.21142338317546;205;186.0;125;239
mgm4460644;5446961047;24838403;0.527153502557218;4638402955;4638402955;186.74320386057028;208;189;125;239
mgm4460676;164321121;347477;0.4228347169792067;153659982;153659982;442.2162675515214;504;482;50;664
mgm4460677;130492139;302687;0.4429051254729966;121216520;121216520;400.46820643106577;485;457;50;704
mgm4460736;133130185;305906;0.41089704069772903;123757618;123757618;404.56093701986885;493;461.0;50;759
mgm4461341;28150899;140735;0.5202711464193426;23899117;23899117;169.81644224961806;238;174;60;322
mgm4461342;7312744;28617;0.46825778963872755;6465287;6465287;225.92469511129747;241;239;60;327
mgm4461343;13136072;51692;0.5386006943252732;11596294;11596294;224.33440377621295;236;233.0;60;323
mgm4461344;7281822;31365;0.500386574140764;6351951;6351951;202.51716881874702;240;228;60;332
mgm4461345;19532035;45513;0.5331538570547744;18177704;18177704;399.3958649177158;482;451;60;615
mgm4461346;22591623;51663;0.5071192443987013;21052796;21052796;407.50239049222847;483;456;60;610
mgm4461347;30242793;68712;0.43519462295947214;28192460;28192460;410.29892886249854;493;455.0;60;610
mgm4461348;8826409;36887;0.509735808405634;7730791;7730791;209.58036706698837;231;227;60;327
mgm4461349;21934003;94132;0.5279500003425537;19121091;19121091;203.1306144562954;236;229.0;60;355
mgm4461350;16270348;64279;0.4740313587063454;14352888;14352888;223.29046811555872;241;238;60;334
mgm4461351;12685091;51390;0.522903439868508;11154438;11154438;217.05464098073554;236;229.0;60;313
mgm4461352;26826860;107380;0.5330795045467657;23609090;23609090;219.86487241571987;235;233.0;60;370
mgm4461353;16591020;65844;0.47244821770935436;14626767;14626767;222.14274649170767;233;233.0;60;361
mgm4461354;6754613;19274;0.5570089872092232;6187349;6187349;321.02049392964614;480;382.0;60;591
mgm4461355;16625483;67089;0.5106786357194509;14623825;14623825;217.97649391107336;239;233;60;331
mgm4461356;16986834;65146;0.47984824814109156;15043506;15043506;230.91987228686335;247;242.0;60;340
mgm4461357;17074511;68066;0.4986095085472216;15043602;15043602;221.01492668880203;236;233.0;60;356
mgm4461358;11332588;53510;0.5319561169517718;9738339;9738339;181.99101102597646;228;210.0;60;314
mgm4461360;4555039;24880;0.5460452133445628;3819713;3819713;153.5254421221865;231;142.0;60;307
mgm4461361;24008520;98730;0.5339685494826266;21057714;21057714;213.28587055606198;236;230.0;60;333
mgm4461362;17559864;68117;0.46290753754675695;15527373;15527373;227.95150990208023;239;238;60;334
mgm4461363;10347065;41947;0.531056988977777;9099707;9099707;216.93343981691183;234;231;60;332
mgm4461364;16731714;64888;0.5141990055285884;14796001;14796001;228.02368696831462;239;237.0;60;332
mgm4461365;5498573;22018;0.5112291392777047;4849125;4849125;220.2345807975293;235;235.0;60;333
mgm4461366;3532042;14105;0.494538430990057;3119891;3119891;221.19042892591278;236;237;60;320
mgm4461367;32481485;73243;0.5057601743759523;30295003;30295003;413.6231858334585;486;462;60;636
mgm4461368;7782044;32713;0.5073631150297803;6811723;6811723;208.22679057255525;235;228;60;315
mgm4461369;5704935;22584;0.4791693708477176;5038494;5038494;223.10015940488842;234;234.0;60;336
mgm4461370;6793689;29162;0.5324027386633838;5929900;5929900;203.34339208559084;239;228.0;60;335
mgm4461371;24929941;56315;0.4968865774380427;23251582;23251582;412.8843469768268;479;462;60;611
mgm4461372;18080988;69022;0.5333368452990145;16021417;16021417;232.12043985975487;246;242.0;60;354
mgm4461374;22071512;50296;0.5345166753606108;20573708;20573708;409.0525687927469;478;456.0;60;601
mgm4461375;53376381;120438;0.48460271988028;49748072;49748072;413.05959912984275;479;459.0;60;1030
mgm4461376;16026904;38529;0.4137355427178531;14882033;14882033;386.25536608788184;491;430;60;612
mgm4461377;12766551;48818;0.4876560108271163;11313077;11313077;231.73987053955508;241;240.0;60;349
mgm4461378;11359408;43610;0.47599011226905696;10062167;10062167;230.73072689750057;245;241.0;60;353
mgm4461379;7290321;31929;0.49292768371966617;6343537;6343537;198.67634438911335;234;224;60;355
mgm4461380;24920962;59083;0.5288501188148755;23159558;23159558;391.98344701521586;475;445;60;621
mgm4461383;6498450;25679;0.4986224517710015;5739182;5739182;223.4970987966821;242;236;60;345
mgm4461444;13548297;44068;0.4143178863915261;12237309;12237309;277.69149950077156;301;285.0;50;634
mgm4461451;20627533;69880;0.45036442635713053;18542155;18542155;265.34280194619345;281;272.0;50;563
mgm4461452;35678544;116151;0.4356296479199836;32188592;32188592;277.1271190088764;305;286;50;612
mgm4461453;40318776;129824;0.4537081508501412;36404951;36404951;280.4177270766576;322;290.0;50;557
mgm4461454;24576298;83235;0.4365905696675247;22090271;22090271;265.3964197753349;295;272;50;569
mgm4461455;50173479;163235;0.44269006645803205;45223879;45223879;277.0476858516862;300;286;50;575
mgm4461456;18381102;63030;0.4365705022346792;16501250;16501250;261.79993653815643;299;268.0;50;580
mgm4461588;148668416;341457;0.4203219121973164;138193521;138193521;404.7172001159736;490;443;50;648
mgm4461593;12591168;31178;0.413900850080287;11666898;11666898;374.20289948040283;479;414.0;50;656
mgm4461594;8273632;21525;0.40752779441765774;7638944;7638944;354.88706155632985;474;387;50;642
mgm4463925;10047893;22720;0.4154730296217636;9377362;9377362;412.73600352112675;493;464.0;50;672
mgm4463926;9014137;20821;0.40347000263077387;8400570;8400570;403.4662119975025;495;458;50;680
mgm4463927;5333975;13157;0.4702532504732993;4950356;4950356;376.25264117960023;472;416;50;637
mgm4463928;10355168;23036;0.46419047424145315;9675177;9675177;420.00247438791456;492;469.0;50;644
mgm4463929;6700343;16922;0.4083646477164142;6203752;6203752;366.6086750975062;460;403.0;50;641
mgm4463930;3232897;8200;0.41347434315088655;2996198;2996198;365.39;483;400.0;50;638
mgm4463931;7117051;16217;0.40751602092620093;6641626;6641626;409.54714188814205;495;465;50;638
mgm4463932;5730319;14807;0.3930140525793267;5297177;5297177;357.7481596542176;471;394;50;638
mgm4463933;4366629;10239;0.3964443968394311;4070533;4070533;397.5518117003614;475;450;50;641
mgm4465556;171458164;409305;0.4962468379259261;158879896;158879896;388.1699368441627;486;412;100;899
mgm4465558;87889954;257270;0.5278466656763138;80025344;80025344;311.055871263653;409;315.0;100;631
mgm4466148;4875208035;36738973;0.46868345925978583;3673897269;3673897269;99.9999991562094;100;100;69;100
mgm4466149;7122857687;53636066;0.46045691009478584;5363606600;5363606600;100.0;100;100.0;100;100
mgm4466163;13638967205;102609675;0.4800684085589395;10260967500;10260967500;100.0;100;100;100;100
mgm4466188;14712788167;110611805;0.4675638073169496;11061180500;11061180500;100.0;100;100;100;100
mgm4466194;10995155167;82753673;0.4416991962399059;8275367300;8275367300;100.0;100;100;100;100
mgm4466257;11492062540;86489755;0.467458215484597;8648975500;8648975500;100.0;100;100;100;100
mgm4466309;70861823;169976;0.3726236706140682;65703644;65703644;386.5465948133854;493;428.0;60;724
mgm4466582;10336818;26676;0.5334412283101561;9547556;9547556;357.90808217124004;408;379.0;60;585
mgm4466592;16034012;39726;0.543266344852659;14853300;14853300;373.893671650808;408;396.0;60;624
mgm4466596;8994328;23971;0.5161545817556203;8286256;8286256;345.6783613533019;408;364;60;582
mgm4466597;41986116;97767;0.47470718360604497;39064155;39064155;399.5638098744975;478;441;60;724
mgm4466599;17932365;39006;0.47621194172401476;16773290;16773290;430.018202327847;490;467.0;60;658
mgm4466602;15544564437;116829637;0.43596514350207216;11682963700;11682963700;100.0;100;100;100;100
mgm4466736;73544823;170735;0.48631064556128345;68362464;68362464;400.400995695083;490;445;60;811
mgm4466737;99359183;226595;0.5086761284671157;92441462;92441462;407.95896643791787;489;453;60;781
mgm4466738;27590971;66557;0.5232234392808162;25605359;25605359;384.7132382769656;478;429;60;622
mgm4466739;21258069;49708;0.5110950460629694;19777926;19777926;397.8821517663153;475;444.0;60;780
mgm4466740;50297140;113707;0.4445913686962427;46882813;46882813;412.3124609742584;474;458;60;703
mgm4466741;92592123;224851;0.5212485656739794;85732775;85732775;381.2870523146439;476;425;60;753
mgm4466742;17105714;38244;0.4424543433930399;15969485;15969485;417.56837673883484;487;462.0;60;641
mgm4466745;65987312;155662;0.5125388530444037;61272869;61272869;393.6276612146831;469;436.0;60;716
mgm4466809;12501010;29988;0.5037335292376618;11612471;11612471;387.23726157129516;469;427.0;60;629
mgm4466810;67320931;163434;0.5198857344159771;62365235;62365235;381.59278363131295;475;423.0;60;689
mgm4466812;18236426;48117;0.5741949942784493;16804011;16804011;349.23230874742814;408;372;60;622
mgm4466813;47542780;112840;0.4277828404521974;44155406;44155406;391.30987238567883;477;432.0;60;747
mgm4466814;12602137;29216;0.4664424357995292;11736713;11736713;401.7221043263965;477;444.0;60;632
mgm4466820;38000926;82288;0.42274184087864913;35543288;35543288;431.93768228660315;500;467.5;60;672
mgm4466825;44478744;104414;0.567784096979337;41352974;41352974;396.04817361656484;463;437.0;60;650
mgm4466835;32505902;73587;0.5573706404101594;30309388;30309388;411.8850883987661;474;454;60;836
mgm4466841;60062090;131002;0.44736457770117616;56111937;56111937;428.32885757469353;493;469.0;60;691
mgm4466844;32068950;82819;0.44454853702173813;29595450;29595450;357.35097018800036;408;377;60;707
mgm4466845;17481787;42118;0.5379978058264212;16229345;16229345;385.33038130965383;480;428.0;60;653
mgm4466846;126557367;285459;0.5112897068202308;117819180;117819180;412.7359095351697;466;450;60;772
mgm4467029;218961784;500529;0.46406890011270285;203556474;203556474;406.68267772696487;484;449;50;703
mgm4467058;259064017;632812;0.5146197011267888;239557770;239557770;378.56072577637593;480;415.0;50;1189
mgm4467059;94568543;217920;0.4095794271108637;87923713;87923713;403.4678459985316;485;449.0;50;915
mgm4467109;11307858310;85104755;0.44392806195141504;8510475500;8510475500;100.0;100;100;100;100
mgm4467420;2203997599;16654908;0.5471480310788868;1665490800;1665490800;100.0;100;100.0;100;100
mgm4468639;22531741;50379;0.4783875262049673;21030841;21030841;417.4525298239346;484;475;50;773
mgm4469340;10818904822;73673568;0.5802880317016531;8398786752;8398786752;114.0;114;114.0;114;114
mgm4469452;83459893;226406;0.38706425902316355;76550868;76550868;338.1132478821233;370;352.0;50;664
mgm4469538;4464988496;30449642;0.6215290818554687;3471259188;3471259188;114.0;114;114.0;114;114
mgm4469540;4542555653;30977308;0.6214957778635557;3531413112;3531413112;114.0;114;114.0;114;114
mgm4469858;8140710458;61291799;0.4009700098703254;6129179900;6129179900;100.0;100;100;100;100
mgm4470009;5992048518;40837802;0.6155377859971547;4655509428;4655509428;114.0;114;114.0;114;114
mgm4470010;5988252912;40811981;0.615899720119898;4652565834;4652565834;114.0;114;114;114;114
mgm4470253;2186717128;14951158;0.6254494362313116;1704432012;1704432012;114.0;114;114.0;114;114
mgm4470254;2762355772;18867093;0.5697613425047571;2150848602;2150848602;114.0;114;114;114;114
mgm4470255;2743394186;18738079;0.625086086194443;2136141006;2136141006;114.0;114;114;114;114
mgm4470315;3220468856;21983526;0.5867553659092387;2506121964;2506121964;114.0;114;114.0;114;114
mgm4470378;5311547263;36208547;0.6225944591712588;4127774358;4127774358;114.0;114;114;114;114
mgm4470381;5688657919;38773931;0.5659641417050897;4420228134;4420228134;114.0;114;114;114;114
mgm4470382;5610917411;38245082;0.6305389755619142;4359939348;4359939348;114.0;114;114.0;114;114
mgm4470861;297242219;536505;0.6052858071714754;280721175;280721175;523.2405569379596;520;521;50;1200
mgm4470906;135992427;378442;0.47806563102213867;124371825;124371825;328.6417073157842;350;338.0;100;606
mgm4474351;3066580015;23141808;0.44470691359666414;2313980288;2313980288;99.99133550844428;101;101.0;75;101
mgm4474352;2071120708;15698082;0.4989417018748256;1564146681;1564146681;99.63934963519748;101;101.0;75;101
mgm4474355;3261909338;24629113;0.4619503725729282;2460234576;2460234576;99.89131870075873;101;101;75;101
mgm4474357;2565277865;19400724;0.4748085032033558;1936090872;1936090872;99.79477425687824;101;101.0;75;101
mgm4474358;1725113049;13055568;0.43993539192723385;1305355142;1305355142;99.98455387004226;101;101.0;75;101
mgm4474359;2692821858;20320860;0.44136256072964414;2033309503;2033309503;100.06020921358643;101;101.0;75;101
mgm4474360;3204077987;24210896;0.47251661973377934;2416203715;2416203715;99.79819478799959;101;101.0;75;101
mgm4474361;2406052675;18196081;0.4755683182447874;1816277956;1816277956;99.81698564652466;101;101;75;101
mgm4474369;3215977474;24304267;0.47773633299228563;2425020527;2425020527;99.77756280409527;101;101;75;101
mgm4474805;3202730725;24227000;0.4992552808621977;2414249089;2414249089;99.65117798324184;101;101.0;75;101
mgm4476434;6556373;20768;0.5280148684551184;5944397;5944397;286.2286691063174;474;286.0;50;567
mgm4476436;6764363;18885;0.5143517165914464;6208874;6208874;328.7727826317183;473;357;50;565
mgm4476439;8846394;26372;0.42958565415407074;8066112;8066112;305.85894130138024;452;329.0;50;595
mgm4477702;75154909;624578;0.5412922516903002;55899095;55899095;89.49898171245225;96;91.0;75;96
