samples;total_number_of_reads;file_size;GC_content;total_number_of_bases;complete_sequence_size;average_read_size;read_size_mode;read_size_median;lowest_read_size;highest_read_size
mgm4582131;66909534;227358;0.6691560675914813;59972528;59972528;263.7801528866369;251;251.0;128;424
mgm4582132;117575612;415693;0.6668398056194883;104800218;104800218;252.10965303721736;251;251;119;403
mgm4582133;96332000;349034;0.6673445137656047;85623046;85623046;245.31434186927348;251;250.0;114;393
mgm4582134;144163399;512659;0.6686803567473718;128382053;128382053;250.42387434922628;251;251;120;402
mgm4582135;72121830;252000;0.6858346964776066;64420914;64420914;255.6385476190476;251;251.0;138;400
mgm4582136;39125072;139398;0.6746904975356172;34914827;34914827;250.4686365658044;251;251.0;120;401
mgm4582137;55920925;188323;0.6723839293251113;50194009;50194009;266.53148579833584;251;251;50;491
mgm4582138;68928402;242283;0.6705536641625517;61528725;61528725;253.95395054543653;251;251;135;399
mgm4582139;46476096;165085;0.6637715633456654;41469562;41469562;251.20127207196293;251;251;139;389
mgm4582140;67342700;236707;0.6528257714246409;60115885;60115885;253.96749990494578;251;251;128;404
mgm4582141;70824975;242212;0.6607506053012997;63427503;63427503;261.86771505953465;251;251.0;50;491
mgm4582142;144004320;506364;0.6777721881379478;128418133;128418133;253.60833906043874;251;251.0;117;411
mgm4582143;118363765;422610;0.6846449585567409;105373952;105373952;249.34088639644116;251;251.0;191;307
mgm4582144;147240733;513065;0.6746140123494199;131446822;131446822;256.1991599504936;251;251;130;406
mgm4582145;89867805;317844;0.6729266945257975;80125735;80125735;252.0913875989479;251;251.0;119;406
mgm4582146;225941168;798687;0.6696204178341731;201292966;201292966;252.02985149376414;251;251;124;400
mgm4582147;169980755;651928;0.6666878700021235;149882079;149882079;229.90587764292988;251;250.0;92;385
mgm4582148;43241709;164750;0.6669405633982383;38245558;38245558;232.1429924127466;251;250.0;97;385
mgm4582149;232175470;805999;0.678566582434236;207300599;207300599;257.19709205594546;251;251;122;415
mgm4582150;46091771;164307;0.6678619502443143;41109352;41109352;250.1984212480296;251;251;120;400
mgm4582151;112023740;408558;0.6706774823593739;99469542;99469542;243.4649229729928;251;251.0;121;382
mgm4582152;171245735;579582;0.675406598775663;153389788;153389788;264.6558864837072;251;251.0;50;491
mgm4582153;182233715;687224;0.665558983022359;161040866;161040866;234.3353346216081;251;250.0;101;384
mgm4582154;124736028;458778;0.667223873431217;110625003;110625003;241.12970325516918;251;250.0;106;393
mgm4582155;84518874;311385;0.6696395636343848;74977035;74977035;240.78563514620166;251;250;111;387
mgm4582156;55314472;201802;0.6671892919760535;49169707;49169707;243.65321949237372;251;251.0;124;379
mgm4582157;104828398;364489;0.6713137346208767;93640335;93640335;256.90853496264634;251;251;50;491
mgm4582158;191403276;686053;0.6685446449568265;170246732;170246732;248.15390647661332;251;251;109;406
mgm4582159;89077696;308503;0.6682879540037091;79625203;79625203;258.1018758326499;251;251;50;491
mgm4582160;72587147;269039;0.6740890706187658;64358035;64358035;239.2145190845937;251;250;102;394
mgm4583642;171353148;684495;0.6383180430967851;150244896;150244896;219.49743387460828;151;192;60;592
mgm4583643;128798122;428273;0.6402769087429485;115632752;115632752;269.9977631090449;182;255;60;592
mgm4583644;151096179;519604;0.6316742836915658;135099554;135099554;260.0048382999361;194;244.0;60;591
mgm4583645;165962490;667764;0.6409941584155637;145372888;145372888;217.7009961603201;150;190.0;60;592
mgm4583646;224869552;794192;0.6304904417931305;200360698;200360698;252.2824430364446;183;231.0;60;591
mgm4583647;171196002;603110;0.6434416469861958;152610678;152610678;253.03954170880934;194;231.0;60;591
mgm4583648;229550537;1014284;0.6328074372409249;198204363;198204363;195.41308252915357;111;163.0;60;591
mgm4583649;203203085;884552;0.6308879922632993;175893064;175893064;198.8498855918024;120;166.0;60;591
mgm4583650;156427222;383114;0.3486801202936888;144535596;144535596;377.26524219944974;597;411.0;76;600
mgm4583651;242882029;608467;0.34616941863854844;223819329;223819329;367.84136033671507;337;373;76;600
mgm4583652;216277065;656869;0.35641302008421727;195683404;195683404;297.9032409810784;87;259;76;600
mgm4583656;459908230;1286378;0.35876054114800277;419853938;419853938;326.3845759178095;311;339.0;76;600
mgm4583657;478583490;1483964;0.3540062352064885;432206376;432206376;291.251254073549;311;300.0;76;600
mgm4583658;464245728;1507939;0.3597555028349733;417101278;417101278;276.6035482867676;123;237;76;600
mgm4583829;15941807659;94828206;0.39713006321380667;11533947702;11533947702;121.62992624789295;125;125.0;50;242
mgm4583830;22094302350;129933639;0.4040911015600344;16057501051;16057501051;123.58232382762712;125;125;50;242
mgm4583831;16498899455;98319232;0.3992687792063175;11928098702;11928098702;121.32009637748187;125;125.0;50;242
mgm4583832;13258301621;78731895;0.4088119267686397;9598394088;9598394088;121.91239761217484;125;125;50;242
mgm4584765;252470260;1224894;0.6382428189666083;214384604;214384604;175.02298484603565;88;147.0;50;592
mgm4584766;252758036;1149823;0.6395534585262448;217074484;217074484;188.78947803270592;120;164;50;577
mgm4584767;340291678;1303788;0.6350583089547222;299681414;299681414;229.8544042436347;192;213.0;50;584
mgm4584768;291465927;1063964;0.6318992601165964;258530059;258530059;242.98760014436579;187;228.0;50;578
mgm4584769;369783484;1584724;0.6317118336024927;320183258;320183258;202.04354701512693;153;180.0;50;570
mgm4584770;349388276;1505902;0.6306166150853;302310395;302310395;200.75037751460587;141;178.0;50;581
mgm4584771;265656134;1358699;0.6324721200009019;223288655;223288655;164.34004514612877;78;138;50;589
mgm4584873;239858470;1033118;0.6397774573543812;207909634;207909634;201.24480843427372;131;174.0;50;586
mgm4587431;2159242656;16217796;0.47147244016173623;1635148003;1635148003;100.8243045479176;85;85.0;50;161
mgm4587432;8313351426;56074458;0.4801030097416594;6473993520;6473993520;115.45351931890274;93;106.0;50;183
mgm4587433;5595062807;47071858;0.4814985936016113;4052782658;4052782658;86.09778390307007;85;84.0;50;161
mgm4587435;6743757090;45031593;0.4364903067673361;5268806421;5268806421;117.00244361775077;94;112;50;175
mgm4587436;5615257164;36272666;0.47480984241796415;4429355201;4429355201;122.11275567668503;101;101.0;50;194
mgm4587438;5255536134;43020200;0.47847468838683127;3846964587;3846964587;89.42228504284034;84;83.0;50;159
mgm4587439;7800374855;49923550;0.43465423790140445;6163995515;6163995515;123.46869393302359;101;130.0;50;194
mgm4587440;10605054628;67259101;0.46567064264366664;8396603904;8396603904;124.83966896911096;99;130;50;190
mgm4587453;356730828;2196231;0.5800979773573577;287554602;287554602;130.93094578848945;124;127;50;251
mgm4587455;403486286;2392734;0.5231330999689557;328002646;328002646;137.08278730523327;251;133.0;50;251
mgm4587458;361840393;2235470;0.5352663189438199;291395099;291395099;130.35070879949183;124;127.0;50;251
mgm4587459;524085217;3086534;0.5232137688901207;426412641;426412641;138.15258182803106;251;134.0;50;251
mgm4587460;494210395;2986904;0.5185325743776487;399725227;399725227;133.82593715767229;125;131.0;50;251
mgm4587461;189839739;1191284;0.598198487385193;152817359;152817359;128.27953619791754;117;124.0;50;251
mgm4587462;168736537;1108365;0.5918449261479193;134366018;134366018;121.22903375693025;113;118;50;251
mgm4587463;417348533;2468499;0.5866440077181584;339455587;339455587;137.5149785355392;251;133;50;251
mgm4587464;357662214;2241389;0.5791368668975501;287034942;287034942;128.06118973547206;124;125;50;251
mgm4587465;157534081;450895;0.5058811021762053;143667373;143667373;318.6271149602457;408;337;50;694
mgm4587466;232335832;635886;0.6125454398707346;212734430;212734430;334.54806364662846;408;358.0;50;728
mgm4587467;243171931;661657;0.6127542947645271;222771643;222771643;336.6875027393347;424;360;50;739
mgm4587468;333533188;914401;0.6060850979915914;305297828;305297828;333.87739952165407;408;356;50;719
mgm4587469;230490990;615925;0.617830779803472;211508394;211508394;343.399592482851;468;369;50;700
mgm4589537;426838592;2071597;0.5551325040736087;332684753;332684753;160.5933745800945;192;164;50;194
mgm4589538;528766064;2515370;0.5741482115207648;414441183;414441183;164.76350715799265;192;169.0;50;194
mgm4589539;351062482;1695491;0.5576395402793383;274003608;274003608;161.6072323592399;192;165;50;194
mgm4589540;342481307;1800869;0.5638973217148698;285962197;285962197;158.79122634683588;192;164;50;194
mgm4589541;332219117;1591365;0.5753841560786802;259890460;259890460;163.31291689838596;192;167;50;194
mgm4589543;451245503;2167905;0.5539798618581092;352713574;352713574;162.6978922046861;192;166;50;194
mgm4589544;520584606;2518487;0.5735721669649686;406118125;406118125;161.25480298290205;192;165;50;194
mgm4589545;519964128;2464620;0.54536041209201;407946371;407946371;165.52100161485342;192;169.0;50;194
mgm4589546;382363302;1847606;0.5485496212518712;298389197;298389197;161.50044814749464;192;165.0;50;194
mgm4589547;355488326;1720907;0.5479903278167509;277273903;277273903;161.12079444153576;192;164;50;194
mgm4589548;388690030;1882849;0.5552671400818378;303113649;303113649;160.98670100470085;192;164;50;194
mgm4594281;343798773;1110319;0.5006007544176494;309378499;309378499;278.63929105059;301;300;50;594
mgm4594282;216239373;668347;0.5507571751270129;195623436;195623436;292.6974101776472;301;289;50;594
mgm4597413;25600042;31255;0.4505515594100196;24673498;24673498;789.425627899536;402;465;100;111125
mgm4599954;816900323;1999905;0.560672600004014;754014209;754014209;377.0250131881264;279;320;200;1293
mgm4599960;610950230;1481886;0.5473354953193336;564640104;564640104;381.028030496273;279;323.0;200;1586
mgm4600198;233516628;732446;0.5391003724205323;210917211;210917211;287.9628136408691;256;291.0;50;494
mgm4600199;213438647;687084;0.5307646018177479;192248222;192248222;279.80308375686235;259;282.0;50;494
mgm4600200;233108749;755597;0.610950172537801;209796055;209796055;277.65601901542755;257;279;50;494
mgm4600262;5146873;2031;0.4549705536225499;5089081;5089081;2505.702117183653;1083;1803;1001;33199
mgm4600267;5881551;2463;0.6803525793416232;5811231;5811231;2359.4116930572472;1136;1757;1001;18232
mgm4600270;5529396;2388;0.4575480965808017;5461251;5461251;2286.9560301507536;1188;1621.0;1000;49457
mgm4600277;9436460;4035;0.4646756973192146;9320552;9320552;2309.92614622057;1000;1599;1000;49282
mgm4600278;4098690;2205;0.5433576355128978;4035852;4035852;1830.3183673469389;1285;1483;1000;15155
mgm4600284;207360111;1616463;0.4523478567474776;156672229;156672229;96.92286739628436;101;101;50;101
mgm4600285;163222438;1302461;0.4460771166855852;122581928;122581928;94.1156226558799;101;101;50;101
mgm4600286;223597031;1729480;0.4580529944396602;169293610;169293610;97.88700071697852;101;101.0;50;101
mgm4600287;148346003;1155406;0.4556329275730256;112413739;112413739;97.29371234007786;101;101.0;50;101
mgm4600289;206533489;1612129;0.45279070609655786;155984233;155984233;96.75666959653974;101;101;50;101
mgm4600290;188359943;1468210;0.45456542405922523;142417088;142417088;97.0004890308607;101;101.0;50;101
mgm4600291;223188243;1726071;0.45759681285405507;168993830;168993830;97.90665042168023;101;101;50;101
mgm4600292;198466040;1563593;0.4486673177507402;149469688;149469688;95.59373059357519;101;101;50;101
mgm4600293;219735594;1707520;0.4555327961126214;166135193;166135193;97.29619155266117;101;101.0;50;101
mgm4600294;199561278;1565973;0.4492537164763387;150489119;150489119;96.09943402600173;101;101;50;101
mgm4600295;219257829;1704937;0.45484414510237214;165739482;165739482;97.2114993105317;101;101;50;101
mgm4600296;204744588;1598824;0.451516050150628;154621633;154621633;96.70960218260421;101;101.0;50;101
mgm4600297;221395256;1717239;0.4573881714675386;167484716;167484716;97.53139545514631;101;101;50;101
mgm4600298;220701850;1712406;0.4562355670974084;166944503;166944503;97.49119250925307;101;101.0;50;101
mgm4600299;200270249;1583603;0.45178087301285563;150635193;150635193;95.12181588441042;101;101;50;101
mgm4600300;222959189;1725314;0.4580550300969059;168790108;168790108;97.83152979689494;101;101.0;50;101
mgm4600301;201495621;1576646;0.44999396145680765;152081383;152081383;96.45880115130473;101;101.0;50;101
mgm4600302;199304288;1566945;0.4514156717666429;150201943;150201943;95.856550804272;101;101;50;101
mgm4600303;222755667;1723969;0.4569687177641008;168628963;168628963;97.81438239318689;101;101;50;101
mgm4600304;220858989;1712974;0.4564319492042686;167083961;167083961;97.54027848642185;101;101.0;50;101
mgm4600305;196635947;1552277;0.4500325879141601;148002722;148002722;95.34556139142691;101;101;50;101
mgm4600306;205175595;1601538;0.4518392485297939;154966197;154966197;96.76086174664604;101;101.0;50;101
mgm4600307;219324043;1705069;0.45536343768337734;165802262;165802262;97.24079318784166;101;101;50;101
mgm4600308;189880874;1513495;0.44754388355021696;142487788;142487788;94.14486866491134;101;101;50;101
mgm4600309;222558639;1722895;0.45668883543027505;168466770;168466770;97.78121707939253;101;101;50;101
mgm4600310;221027882;1714817;0.45618247008842044;167194614;167194614;97.4999746328617;101;101;50;101
mgm4600311;202801368;1586563;0.45077451662572576;153070310;153070310;96.4791880309827;101;101;50;101
mgm4600312;220373616;1711156;0.455356561357602;166656562;166656562;97.39413706289783;101;101.0;50;101
mgm4600313;197943814;1558351;0.44808714156705565;149115060;149115060;95.68772375414781;101;101;50;101
mgm4600314;220317568;1710399;0.4551465031757476;166624545;166624545;97.41852339717224;101;101;50;101
mgm4600315;198037174;1557309;0.4486293993762763;149241724;149241724;95.83308386453812;101;101;50;101
mgm4600316;222265479;1722688;0.4572241531356948;168181194;168181194;97.62719308429617;101;101.0;50;101
mgm4600317;200167122;1576169;0.45097489424860604;150770353;150770353;95.65621008914653;101;101;50;101
mgm4600318;221794181;1720309;0.45704510052731606;167786087;167786087;97.53252874919563;101;101;50;101
mgm4600319;201571583;1581774;0.4510600446268234;151995582;151995582;96.09184497911838;101;101.0;50;101
mgm4600320;223242246;1726910;0.45761312896509737;169021700;169021700;97.87522221771835;101;101.0;50;101
mgm4600321;205441067;1604530;0.45170601609118766;155135348;155135348;96.68585068524739;101;101.0;50;101
mgm4600322;223096934;1726419;0.45738993787403553;168891704;168891704;97.8277602366517;101;101;50;101
mgm4600323;206422953;1610894;0.4520541239713634;155913910;155913910;96.78719394323898;101;101.0;50;101
mgm4600324;224870630;1753696;0.45999833990544386;169821652;169821652;96.83642546940861;101;101.0;50;101
mgm4600325;197019381;1562012;0.4582348272098471;148102045;148102045;94.81492139625048;101;101.0;50;101
mgm4600326;226352113;1762204;0.46085652885522116;171030642;171030642;97.05496185458664;101;101.0;50;101
mgm4600327;193781702;1546673;0.45658539471475473;145355600;145355600;93.9795289631357;101;101;50;101
mgm4600328;228397064;1772216;0.45889893739395987;172755935;172755935;97.48018018119687;101;101.0;50;101
mgm4600329;206735979;1619287;0.45809850795610746;155986832;155986832;96.33056524260368;101;101;50;101
mgm4600330;228162545;1771587;0.4591281032171812;172541662;172541662;97.39384066376644;101;101;50;101
mgm4600331;206381424;1615486;0.4579326301872206;155753498;155753498;96.41278104545628;101;101.0;50;101
mgm4600332;230435026;1784611;0.4584168743253969;174397917;174397917;97.72321082857833;101;101;50;101
mgm4600333;211984130;1653492;0.45759342437034967;160141379;160141379;96.85041052511896;101;101.0;50;101
mgm4600334;230495541;1784440;0.4585841612074198;174463930;174463930;97.76956916455583;101;101.0;50;101
mgm4600335;211268111;1649265;0.4576476108624497;159560361;159560361;96.74634519013014;101;101;50;101
mgm4600336;202993512;1604326;0.45852784794967294;152724170;152724170;95.1952221680631;101;101.0;50;101
mgm4600337;212357907;1654886;0.4585740695116786;160470445;160470445;96.96767330196762;101;101.0;50;101
mgm4600338;231255844;1788912;0.45948279239809336;175081340;175081340;97.87029211051187;101;101.0;50;101
mgm4600339;228985804;1775950;0.45812961080436115;173225605;173225605;97.53968580196515;101;101.0;50;101
mgm4600340;209902916;1639445;0.45749111148868493;158509108;158509108;96.68461461043219;101;101;50;101
mgm4600341;211550517;1653606;0.45926362830550627;159704319;159704319;96.57942641717555;101;101.0;50;101
mgm4600342;230445776;1783642;0.4587370259298389;174439765;174439765;97.79976306904636;101;101.0;50;101
mgm4600343;230179537;1783833;0.45993110591030173;174167335;174167335;97.63656967888811;101;101;50;101
mgm4600344;204155161;1613243;0.45832195885249455;153600417;153600417;95.21220113770833;101;101;50;101
mgm4600345;197864325;1565938;0.45687423996962157;148821354;148821354;95.03655572570561;101;101.0;50;101
mgm4600346;228622764;1774406;0.4598612598061623;172911680;172911680;97.44764163331278;101;101.0;50;101
mgm4600347;226761141;1762763;0.46037271407147917;171421808;171421808;97.24608923604592;101;101;50;101
mgm4600348;198965035;1572594;0.45855356932735364;149709104;149709104;95.19882690637253;101;101.0;50;101
mgm4600349;203042818;1599652;0.45865542467372167;152922589;152922589;95.59741056179719;101;101.0;50;101
mgm4600350;225793613;1757490;0.45932278917670305;170622908;170622908;97.08328809836756;101;101.0;50;101
mgm4600351;230090891;1782855;0.45991132192676;174109782;174109782;97.6578476656823;101;101;50;101
mgm4600352;205182772;1607323;0.4571150570200981;154816377;154816377;96.3193937995039;101;101;50;101
mgm4600353;225022391;1752007;0.4588403635577711;170027668;170027668;97.04736796142937;101;101;50;101
mgm4600354;67765862;538956;0.46139370645149846;51164935;51164935;94.93341757026548;101;101.0;50;101
mgm4600355;229614853;1779568;0.4593210823437401;173738890;173738890;97.62981240390927;101;101.0;50;101
mgm4600356;201261663;1582171;0.4575722809591343;151700083;151700083;95.88096545822165;101;101;50;101
mgm4600357;138723335;1085680;0.46131907973195135;105050784;105050784;96.76035664284136;101;101.0;50;101
mgm4600358;115852653;938159;0.45748321669497144;86876363;86876363;92.60302677904278;101;101;50;101
mgm4600359;225395604;1755825;0.4587663410803825;170279286;170279286;96.97964546580667;101;101;50;101
mgm4600360;209480081;1636886;0.4588155917762133;158168304;158168304;96.62756233482357;101;101.0;50;101
mgm4600361;80739290;631059;0.4636363844042595;61283400;61283400;97.11199745190228;101;101;50;101
mgm4600362;198770676;1580254;0.45658272378428144;149269912;149269912;94.4594425959371;101;101.0;50;101
mgm4600363;227239275;1766282;0.45846589851928476;171788127;171788127;97.25973938476416;101;101.0;50;101
mgm4600364;202525942;1591553;0.4583016165573047;152663688;152663688;95.92120903293826;101;101;50;101
mgm4600365;228333816;1772583;0.4585629073469514;172681420;172681420;97.41796011808756;101;101;50;101
mgm4600366;211051896;1647035;0.4582728211280938;159415498;159415498;96.78938091783114;101;101;50;101
mgm4600367;225663791;1757085;0.45797982822120664;170506728;170506728;97.03954447280582;101;101;50;101
mgm4600368;207758750;1627997;0.4578761964534841;156731229;156731229;96.27243109170348;101;101;50;101
mgm4600369;231473551;1791321;0.4596234425925248;175222207;175222207;97.81731303323079;101;101;50;101
mgm4600370;212809295;1660668;0.4590830937797237;160737507;160737507;96.79087391338906;101;101.0;50;101
mgm4600371;229196271;1778300;0.4585836754832354;173360905;173360905;97.48687229376371;101;101.0;50;101
mgm4600372;199897800;1572451;0.45620841277571106;150646926;150646926;95.80389214035922;101;101;50;101
mgm4600373;230687583;1786790;0.45910668313776976;174580495;174580495;97.70621897369026;101;101.0;50;101
mgm4600374;207983524;1626753;0.45803151586892465;156995830;156995830;96.50870783702258;101;101;50;101
mgm4600375;227217101;1765827;0.45941400942428884;171779964;171779964;97.2801775032322;101;101;50;101
mgm4600376;199145208;1575884;0.4713932066797182;149785960;149785960;95.04884877313305;101;101.0;50;101
mgm4600377;228592103;1773237;0.47485350920941355;172918720;172918720;97.51585377476333;101;101;50;101
mgm4600378;199448786;1572059;0.47111094743160326;150212247;150212247;95.55127829171806;101;101;50;101
mgm4600379;225875556;1757267;0.4742955558665508;170713573;170713573;97.14720244561583;101;101;50;101
mgm4600380;208740004;1634172;0.4717269541269842;157515979;157515979;96.38886175996161;101;101.0;50;101
mgm4600381;226109962;1758039;0.4744471701864435;170922674;170922674;97.22348252797578;101;101;50;101
mgm4600383;211312663;1650956;0.47236796634877204;159551503;159551503;96.64188688250928;101;101.0;50;101
mgm4600384;4675723;37493;0.4764390085440233;3561671;3561671;94.9956258501587;101;101;50;101
mgm4600385;5263575;41410;0.4779885070299576;4032030;4032030;97.36851002173388;101;101.0;50;101
mgm4600386;229435230;1777076;0.47520603392552346;173639001;173639001;97.71050928604066;101;101.0;50;101
mgm4600387;197877185;1566774;0.4702838487482573;148809816;148809816;94.9784818997507;101;101.0;50;101
mgm4600388;193807671;1551468;0.4687275769419711;145229968;145229968;93.60809762109177;101;101.0;50;101
mgm4600389;228866303;1773858;0.4750750200901376;173173279;173173279;97.62522084631351;101;101.0;50;101
mgm4600390;209826863;1642337;0.47202475454840387;158341810;158341810;96.41249633905831;101;101;50;101
mgm4600391;223457574;1742729;0.4733346206817501;168760322;168760322;96.83681283779636;101;101;50;101
mgm4600392;213090898;1663728;0.47327159045724004;160921453;160921453;96.72341452448958;101;101.0;50;101
mgm4600393;230283624;1782232;0.47562977495086745;174322867;174322867;97.8115458593494;101;101.0;50;101
mgm4600394;228828515;1774867;0.47533228157960583;173103261;173103261;97.5302718457214;101;101;50;101
mgm4600395;206842400;1622466;0.4723463959330467;155992940;155992940;96.14558332809439;101;101.0;50;101
mgm4600396;208540487;1633310;0.4717465550027168;157344246;157344246;96.33458804513533;101;101.0;50;101
mgm4600397;223953375;1746323;0.47335230308955245;169141165;169141165;96.85560174148769;101;101;50;101
mgm4600398;200147914;1580068;0.46991444158922724;150655206;150655206;95.34729264816451;101;101.0;50;101
mgm4600399;228778772;1773980;0.4748552353412881;173081954;173081954;97.56702668575745;101;101.0;50;101
mgm4600400;39921084;313998;0.47550962439086786;30294125;30294125;96.47871960967905;101;101.0;50;101
mgm4600401;229417730;1778862;0.47558701940760395;173564960;173564960;97.57078401809696;101;101.0;50;101
mgm4600402;195489325;1555428;0.46936053088056356;146784805;146784805;94.36939864783199;101;101.0;50;101
mgm4600403;223997340;1747257;0.47377187094266704;169155146;169155146;96.81182905548525;101;101;50;101
mgm4600404;206770081;1627064;0.47258837656938574;155774320;155774320;95.7395160854152;101;101.0;50;101
mgm4600405;31657186;264234;0.4692074118494295;23572848;23572848;89.21201662163082;101;101.0;50;101
mgm4600406;223979277;1746020;0.472980457878681;169176516;169176516;96.89265644150697;101;101.0;50;101
mgm4600407;210900226;1648834;0.4728916927389409;159207119;159207119;96.55739692412942;101;101.0;50;101
mgm4600408;224126278;1746999;0.4733829851920129;169292219;169292219;96.90458838270658;101;101;50;101
mgm4600409;194557649;1545290;0.46902552482181586;146177279;146177279;94.59536980113765;101;101.0;50;101
mgm4600410;230008551;1780937;0.47569512345676035;174088644;174088644;97.75115234283975;101;101;50;101
mgm4600411;198213990;1564088;0.468941297975825;149232009;149232009;95.41151712691358;101;101.0;50;101
mgm4600474;8176276;23717;0.6086670325550113;7475869;7475869;315.2114095374626;356;346;50;557
mgm4600475;18776491;39545;0.607808751393183;18104226;18104226;457.8132760146668;468;484;50;603
mgm4600476;9888514;21589;0.5156032646533356;9521501;9521501;441.0348325536153;468;479;50;630
mgm4600477;10697308;23381;0.49031959844778034;10299831;10299831;440.5214062700483;468;481;50;629
mgm4600478;21168161;45437;0.5810771096619626;20395732;20395732;448.8793714373748;468;483;50;627
mgm4600479;18736275;40264;0.5649105542847365;18051787;18051787;448.3356596463342;468;482.0;50;619
mgm4600480;17808087;38476;0.5261964924205702;17153995;17153995;445.83623557542364;468;481.0;50;623
mgm4600481;13661802;29621;0.5594280240260004;13158245;13158245;444.2201478680666;490;481;50;678
mgm4600482;8664238;28857;0.5960563826823082;7809632;7809632;270.63215164431506;59;283;50;560
mgm4600483;6953381;14906;0.6291755541323338;6699979;6699979;449.48202066282033;495;479.0;50;616
mgm4600484;35434529;78493;0.5915476671831453;34100148;34100148;434.435529282866;468;474;50;646
mgm4600485;10802861;28002;0.5952803435846185;9973904;9973904;356.1854153274766;484;408.0;50;562
mgm4600486;33327574;70223;0.6002635606271444;32133783;32133783;457.59627187673556;500;489;50;623
mgm4600487;16669108;35328;0.6022357860693186;16068532;16068532;454.838428442029;488;488.0;50;652
mgm4600488;15200780;32167;0.5797817119640375;14653941;14653941;455.55821183200175;503;488;50;654
mgm4600622;10089103;4334;0.6486363021454914;9964524;9964524;2299.151822796493;1010;1474.5;1000;46175
mgm4600634;18951598;7102;0.6014113808651709;18746747;18746747;2639.643339904252;1003;1672.0;1000;80724
mgm4600636;20190290;9225;0.6967951309865873;19923872;19923872;2159.769322493225;1004;1610;1000;39305
mgm4600639;11602208;5498;0.5501310613985317;11443873;11443873;2081.4610767551835;1073;1500.0;1000;42729
mgm4600829;13942727684;95147783;0.5742493403879338;9519380136;9519380136;100.04836514162395;101;101;58;101
mgm4600830;17405407179;118874211;0.5990679175552215;11879066559;11879066559;99.92971948305929;101;101;60;101
mgm4600831;13171642513;89979724;0.6259081055298301;8988580602;8988580602;99.89562317394972;101;101.0;62;101
mgm4600900;1025022988;3148365;0.5976259722135141;878894515;878894515;279.1590285751493;300;299;50;301
mgm4600901;914677849;2868618;0.5980215502629882;781526147;781526147;272.43995087529953;300;293.0;50;301
mgm4600902;324227852;976150;0.5857480950621199;278886522;278886522;285.7004784100804;300;298.0;50;301
mgm4600903;301621511;922898;0.589420067022492;258753435;258753435;280.3705664114561;300;295.0;50;301
mgm4600904;845455510;2587612;0.5947743314338239;725323038;725323038;280.3059492690558;300;299.0;50;301
mgm4600905;790163719;2459661;0.5961047501919243;675969740;675969740;274.8223190106279;300;294;50;301
mgm4600906;1305773464;4318783;0.5900948221709923;1105254382;1105254382;255.91801718215524;300;293;50;301
mgm4600907;1250626593;4200789;0.5919994766721567;1055583048;1055583048;251.28209200700155;300;284;50;301
mgm4600908;1154724743;3559070;0.5868817488335056;989462104;989462104;278.01141983720464;300;298.0;50;301
mgm4600909;1101151393;3446353;0.5888204429303431;941120577;941120577;273.07724339323335;300;294;50;301
mgm4600910;1357099503;4639583;0.5889404652272582;1141727899;1141727899;246.08416295171355;300;286;50;301
mgm4600911;1295399523;4494823;0.5891710134062907;1086744221;1086744221;241.77686663078836;300;274;50;301
mgm4601006;4839735;15389;0.4340981429610772;4388761;4388761;285.1881863668854;332;299;50;547
mgm4601007;6287390;19041;0.36210439269555644;5727144;5727144;300.77958090436425;333;319;50;606
mgm4601008;18502813;55051;0.4563594901597961;16862303;16862303;306.30330057582967;334;320;50;561
mgm4601010;8185661;26885;0.4138578472040829;7388810;7388810;274.83020271526874;304;288;50;910
mgm4601012;7902910;26848;0.3996645493620709;7104473;7104473;264.61833283671035;259;273.0;50;566
mgm4601015;2445095;7972;0.41888175819809975;2214995;2214995;277.846838936277;322;289.0;50;566
mgm4601016;8332980;24547;0.431953716639159;7607572;7607572;309.9186051248625;349;326;50;590
mgm4601019;4230588;12526;0.40656391440536416;3865803;3865803;308.62230560434296;318;323.0;50;577
mgm4601020;13087690;35138;0.42355583699007715;12044641;12044641;342.78106323638224;385;365.0;50;674
mgm4601021;9430582;26988;0.44216643675348455;8631519;8631519;319.8280346820809;351;330.0;50;611
mgm4601022;5947020;23028;0.4803507855144205;5262475;5262475;228.52505645301372;203;216.0;50;724
mgm4601026;7855075;22782;0.3835479462430025;7182544;7182544;315.2727591958564;355;334.0;50;566
mgm4601031;3571151;10762;0.4443228091534102;3259288;3259288;302.85151458836646;360;313.0;50;552
mgm4601897;58812706;164732;0.4625641131984086;53817117;53817117;326.6949772964573;201;272.0;200;1096
mgm4601898;22068282;65821;0.41890899656688235;20104758;20104758;305.4459518998496;201;255;200;1144
mgm4603086;34368429;103444;0.5251843089287337;31272766;31272766;302.3159003905495;240;257.0;126;4480
mgm4603270;27993296063;133979572;0.5359485744787246;23549090062;23549090062;175.76627324947717;151;151.0;50;294
mgm4603402;27983329686;135342020;0.5199392578686871;23492800288;23492800288;173.58097867905326;151;151.0;50;294
mgm4604227;6387615066;34194422;0.4119533400886516;5270309799;5270309799;154.1277638499051;151;151.0;50;294
mgm4604823;493645385;1516478;0.6428280198974659;446228685;446228685;294.2533192041032;296;291.0;99;592
mgm4604824;492277552;1451443;0.644635523438805;446941854;446941854;307.92931861602557;310;306;99;592
mgm4604825;549118831;1592195;0.6382565002337038;499279241;499279241;313.5792041803925;322;311;99;592
