"samples","biome","feature","material","env.package","metagenome_taxonomy","sample_name","project_name","investigation_type","sequence_type","continent","country","latitude","longitude","project_id"
"mgm4717333","shrubland biome","field soil","soil","soil",NA,"46","Santa Margarita Ecological Reserve Soil Metagenomes","metagenome","WGS","north america","USA",33.441135,-117.164465,"mgp10956"
"mgm4717335","shrubland biome","field soil","soil","soil",NA,"25","Santa Margarita Ecological Reserve Soil Metagenomes","metagenome","WGS","north america","USA",33.441135,-117.164465,"mgp10956"
"mgm4717336","shrubland biome","field soil","soil","soil",NA,"13","Santa Margarita Ecological Reserve Soil Metagenomes","metagenome","WGS","north america","USA",33.441135,-117.164465,"mgp10956"
"mgm4717337","shrubland biome","field soil","soil","soil",NA,"19","Santa Margarita Ecological Reserve Soil Metagenomes","metagenome","WGS","north america","USA",33.441135,-117.164465,"mgp10956"
"mgm4717338","shrubland biome","field soil","soil","soil",NA,"45","Santa Margarita Ecological Reserve Soil Metagenomes","metagenome","WGS","north america","USA",33.441135,-117.164465,"mgp10956"
"mgm4717339","shrubland biome","field soil","soil","soil",NA,"39","Santa Margarita Ecological Reserve Soil Metagenomes","metagenome","WGS","north america","USA",33.441135,-117.164465,"mgp10956"
"mgm4717340","shrubland biome","field soil","soil","soil",NA,"28","Santa Margarita Ecological Reserve Soil Metagenomes","metagenome","WGS","north america","USA",33.441135,-117.164465,"mgp10956"
"mgm4717341","shrubland biome","field soil","soil","soil",NA,"43","Santa Margarita Ecological Reserve Soil Metagenomes","metagenome","WGS","north america","USA",33.441135,-117.164465,"mgp10956"
"mgm4717342","shrubland biome","field soil","soil","soil",NA,"47","Santa Margarita Ecological Reserve Soil Metagenomes","metagenome","WGS","north america","USA",33.441135,-117.164465,"mgp10956"
"mgm4717343","shrubland biome","field soil","soil","soil",NA,"31","Santa Margarita Ecological Reserve Soil Metagenomes","metagenome","WGS","north america","USA",33.441135,-117.164465,"mgp10956"
"mgm4717344","shrubland biome","field soil","soil","soil",NA,"40","Santa Margarita Ecological Reserve Soil Metagenomes","metagenome","WGS","north america","USA",33.441135,-117.164465,"mgp10956"
"mgm4717345","shrubland biome","field soil","soil","soil",NA,"8","Santa Margarita Ecological Reserve Soil Metagenomes","metagenome","WGS","north america","USA",33.441135,-117.164465,"mgp10956"
"mgm4717346","shrubland biome","field soil","soil","soil",NA,"22","Santa Margarita Ecological Reserve Soil Metagenomes","metagenome","WGS","north america","USA",33.441135,-117.164465,"mgp10956"
"mgm4717347","shrubland biome","field soil","soil","soil",NA,"11","Santa Margarita Ecological Reserve Soil Metagenomes","metagenome","WGS","north america","USA",33.441135,-117.164465,"mgp10956"
"mgm4717348","shrubland biome","field soil","soil","soil",NA,"37","Santa Margarita Ecological Reserve Soil Metagenomes","metagenome","WGS","north america","USA",33.441135,-117.164465,"mgp10956"
"mgm4717349","shrubland biome","field soil","soil","soil",NA,"4","Santa Margarita Ecological Reserve Soil Metagenomes","metagenome","WGS","north america","USA",33.441135,-117.164465,"mgp10956"
"mgm4717350","shrubland biome","field soil","soil","soil",NA,"7","Santa Margarita Ecological Reserve Soil Metagenomes","metagenome","WGS","north america","USA",33.441135,-117.164465,"mgp10956"
"mgm4717351","shrubland biome","field soil","soil","soil",NA,"2","Santa Margarita Ecological Reserve Soil Metagenomes","metagenome","WGS","north america","USA",33.441135,-117.164465,"mgp10956"
"mgm4717378","shrubland biome","field soil","soil","soil",NA,"1","Santa Margarita Ecological Reserve Soil Metagenomes","metagenome","WGS","north america","USA",33.441135,-117.164465,"mgp10956"
