"samples","feature","material","env.package","metagenome_taxonomy","sample_name","project_name","investigation_type","sequence_type","continent","country","latitude","longitude","raw_biome","project_id","life_style","habitat","PI_lastname","seq_method","biosphere","ecosystem"
"mgm4535150","biotic mesoscopic physical object","soil","soil",NA,"t1 inoculated","Rhizosphere_BAM","metagenome","WGS",NA,"Germany",52.3594201,13.3089427,"mangrove biome","mgp5849","free-living","mangrove_sediment","kroeber","illumina","marine","sediment"
"mgm4535151","biotic mesoscopic physical object","soil","soil",NA,"t2 control","Rhizosphere_BAM","metagenome","WGS",NA,"Germany",52.3594201,13.3089427,"mangrove biome","mgp5849","free-living","mangrove_sediment","kroeber","illumina","marine","sediment"
"mgm4535152","biotic mesoscopic physical object","soil","soil",NA,"t2 inoculated","Rhizosphere_BAM","metagenome","WGS",NA,"Germany",52.3594201,13.3089427,"mangrove biome","mgp5849","free-living","mangrove_sediment","kroeber","illumina","marine","sediment"
"mgm4603270","soil","soil","soil",NA,"VirginJungleForest-3","Mining of new genes and pathways from soil of mangrove forest","metagenome","WGS","asia","Malaysia",4.839498,100.6351762,"mangrove biome","mgp11628","free-living","mangrove_sediment","chong","illumina","marine","sediment"
"mgm4603402","soil","soil","soil",NA,"ProductiveZone-2","Mining of new genes and pathways from soil of mangrove forest","metagenome","WGS","asia","Malaysia",4.839498,100.6351762,"mangrove biome","mgp11628","free-living","mangrove_sediment","chong","illumina","marine","sediment"
"mgm4627134","forest","sediment","miscellaneous",NA,"BertAvi4","Mangrove Litter Decomposition_Metagenome","metagenome","WGS",NA,"Brazil",-23.9016667,-45.2508333,"mangrove biome","mgp13300","free-living","mangrove_sediment","taketani","ion torrent","marine","sediment"
"mgm4627135","forest","sediment","miscellaneous",NA,"BertRhi3","Mangrove Litter Decomposition_Metagenome","metagenome","WGS",NA,"Brazil",-23.9016667,-45.2508333,"mangrove biome","mgp13300","free-living","mangrove_sediment","taketani","ion torrent","marine","sediment"
"mgm4627136","forest","sediment","miscellaneous",NA,"BertLag1","Mangrove Litter Decomposition_Metagenome","metagenome","WGS",NA,"Brazil",-23.9016667,-45.2508333,"mangrove biome","mgp13300","free-living","mangrove_sediment","taketani","ion torrent","marine","sediment"
"mgm4627137","forest","sediment","miscellaneous",NA,"BertAvi2","Mangrove Litter Decomposition_Metagenome","metagenome","WGS",NA,"Brazil",-23.9016667,-45.2508333,"mangrove biome","mgp13300","free-living","mangrove_sediment","taketani","ion torrent","marine","sediment"
"mgm4627138","forest","sediment","miscellaneous",NA,"BertLag2","Mangrove Litter Decomposition_Metagenome","metagenome","WGS",NA,"Brazil",-23.9016667,-45.2508333,"mangrove biome","mgp13300","free-living","mangrove_sediment","taketani","ion torrent","marine","sediment"
"mgm4627140","forest","sediment","miscellaneous",NA,"BertAvi3","Mangrove Litter Decomposition_Metagenome","metagenome","WGS",NA,"Brazil",-23.9016667,-45.2508333,"mangrove biome","mgp13300","free-living","mangrove_sediment","taketani","ion torrent","marine","sediment"
"mgm4627141","forest","sediment","miscellaneous",NA,"BertRhi2","Mangrove Litter Decomposition_Metagenome","metagenome","WGS",NA,"Brazil",-23.9016667,-45.2508333,"mangrove biome","mgp13300","free-living","mangrove_sediment","taketani","ion torrent","marine","sediment"
"mgm4627142","forest","sediment","miscellaneous",NA,"Bert.contAvi1","Mangrove Litter Decomposition_Metagenome","metagenome","WGS",NA,"Brazil",-23.8969444,-46.0589892,"mangrove biome","mgp13300","free-living","mangrove_sediment","taketani","ion torrent","marine","sediment"
"mgm4627143","forest","sediment","miscellaneous",NA,"Bert.contAvi4","Mangrove Litter Decomposition_Metagenome","metagenome","WGS",NA,"Brazil",-23.8969444,-46.0589892,"mangrove biome","mgp13300","free-living","mangrove_sediment","taketani","ion torrent","marine","sediment"
"mgm4627144","forest","sediment","miscellaneous",NA,"Bert.contRhi3","Mangrove Litter Decomposition_Metagenome","metagenome","WGS",NA,"Brazil",-23.8969444,-46.0589892,"mangrove biome","mgp13300","free-living","mangrove_sediment","taketani","ion torrent","marine","sediment"
"mgm4627145","forest","sediment","miscellaneous",NA,"Bert.contRhi1","Mangrove Litter Decomposition_Metagenome","metagenome","WGS",NA,"Brazil",-23.8969444,-46.0589892,"mangrove biome","mgp13300","free-living","mangrove_sediment","taketani","ion torrent","marine","sediment"
"mgm4627146","forest","sediment","miscellaneous",NA,"Bert.contAvi2","Mangrove Litter Decomposition_Metagenome","metagenome","WGS",NA,"Brazil",-23.8969444,-46.0589892,"mangrove biome","mgp13300","free-living","mangrove_sediment","taketani","ion torrent","marine","sediment"
"mgm4627147","forest","sediment","miscellaneous",NA,"Bert.contLag1","Mangrove Litter Decomposition_Metagenome","metagenome","WGS",NA,"Brazil",-23.8969444,-46.0589892,"mangrove biome","mgp13300","free-living","mangrove_sediment","taketani","ion torrent","marine","sediment"
"mgm4627148","forest","sediment","miscellaneous",NA,"Bert.contAvi3","Mangrove Litter Decomposition_Metagenome","metagenome","WGS",NA,"Brazil",-23.8969444,-46.0589892,"mangrove biome","mgp13300","free-living","mangrove_sediment","taketani","ion torrent","marine","sediment"
"mgm4627149","forest","sediment","miscellaneous",NA,"Bert.contLag2","Mangrove Litter Decomposition_Metagenome","metagenome","WGS",NA,"Brazil",-23.8969444,-46.0589892,"mangrove biome","mgp13300","free-living","mangrove_sediment","taketani","ion torrent","marine","sediment"
"mgm4627150","forest","sediment","miscellaneous",NA,"Bert.contRhi2","Mangrove Litter Decomposition_Metagenome","metagenome","WGS",NA,"Brazil",-23.8969444,-46.0589892,"mangrove biome","mgp13300","free-living","mangrove_sediment","taketani","ion torrent","marine","sediment"
"mgm4627151","forest","sediment","miscellaneous",NA,"CanAvi1","Mangrove Litter Decomposition_Metagenome","metagenome","WGS",NA,"Brazil",-25.0838889,-47.9616667,"mangrove biome","mgp13300","free-living","mangrove_sediment","taketani","ion torrent","marine","sediment"
"mgm4627153","forest","sediment","miscellaneous",NA,"CanRhi1","Mangrove Litter Decomposition_Metagenome","metagenome","WGS",NA,"Brazil",-25.0838889,-47.9616667,"mangrove biome","mgp13300","free-living","mangrove_sediment","taketani","ion torrent","marine","sediment"
"mgm4627154","forest","sediment","miscellaneous",NA,"CanAvi2","Mangrove Litter Decomposition_Metagenome","metagenome","WGS",NA,"Brazil",-25.0838889,-47.9616667,"mangrove biome","mgp13300","free-living","mangrove_sediment","taketani","ion torrent","marine","sediment"
"mgm4627155","forest","sediment","miscellaneous",NA,"CanLag2","Mangrove Litter Decomposition_Metagenome","metagenome","WGS",NA,"Brazil",-25.0838889,-47.9616667,"mangrove biome","mgp13300","free-living","mangrove_sediment","taketani","ion torrent","marine","sediment"
"mgm4627156","forest","sediment","miscellaneous",NA,"CanRhi2","Mangrove Litter Decomposition_Metagenome","metagenome","WGS",NA,"Brazil",-25.0838889,-47.9616667,"mangrove biome","mgp13300","free-living","mangrove_sediment","taketani","ion torrent","marine","sediment"
"mgm4627157","forest","sediment","miscellaneous",NA,"CanAvi3","Mangrove Litter Decomposition_Metagenome","metagenome","WGS",NA,"Brazil",-25.0838889,-47.9616667,"mangrove biome","mgp13300","free-living","mangrove_sediment","taketani","ion torrent","marine","sediment"
"mgm4627158","forest","sediment","miscellaneous",NA,"CanLag3","Mangrove Litter Decomposition_Metagenome","metagenome","WGS",NA,"Brazil",-25.0838889,-47.9616667,"mangrove biome","mgp13300","free-living","mangrove_sediment","taketani","ion torrent","marine","sediment"
