"samples","feature","material","env.package","metagenome_taxonomy","sample_name","project_name","investigation_type","sequence_type","continent","country","latitude","longitude","raw_biome","project_id","life_style","habitat","PI_lastname","seq_method","biosphere","ecosystem"
"mgm4461364","feces","feces","host-associated",NA,"HyraxSTL.MG","muegge_mammals_paper_mammal_samples_MG","metagenome","WGS","north_america","United States of America",38.633556,-90.29137,"feces","mgp116","host-associated","animal_feces","Gordon","454","terrestrial","animal_host-associated"
"mgm4461365","feces","feces","host-associated",NA,"Kroo3.MG","muegge_mammals_paper_mammal_samples_MG","metagenome","WGS","north_america","United States of America",38.633556,-90.29137,"feces","mgp116","host-associated","animal_feces","Gordon","454","terrestrial","animal_host-associated"
"mgm4461366","feces","feces","host-associated",NA,"Lion1.MG","muegge_mammals_paper_mammal_samples_MG","metagenome","WGS","north_america","United States of America",38.633556,-90.29137,"feces","mgp116","host-associated","animal_feces","Gordon","454","terrestrial","animal_host-associated"
"mgm4461367","feces","feces","host-associated",NA,"Lion2.MG","muegge_mammals_paper_mammal_samples_MG","metagenome","WGS","north_america","United States of America",38.633556,-90.29137,"feces","mgp116","host-associated","animal_feces","Gordon","454","terrestrial","animal_host-associated"
"mgm4461368","feces","feces","host-associated",NA,"Okapi1.MG","muegge_mammals_paper_mammal_samples_MG","metagenome","WGS","north_america","United States of America",38.633556,-90.29137,"feces","mgp116","host-associated","animal_feces","Gordon","454","terrestrial","animal_host-associated"
"mgm4461369","feces","feces","host-associated",NA,"Okapi2.MG","muegge_mammals_paper_mammal_samples_MG","metagenome","WGS","north_america","United States of America",38.633556,-90.29137,"feces","mgp116","host-associated","animal_feces","Gordon","454","terrestrial","animal_host-associated"
"mgm4461370","feces","feces","host-associated",NA,"Orang1.MG","muegge_mammals_paper_mammal_samples_MG","metagenome","WGS","north_america","United States of America",38.633556,-90.29137,"feces","mgp116","host-associated","animal_feces","Gordon","454","terrestrial","animal_host-associated"
"mgm4461371","feces","feces","host-associated",NA,"PolarBr2.MG","muegge_mammals_paper_mammal_samples_MG","metagenome","WGS","north_america","United States of America",38.633556,-90.29137,"feces","mgp116","host-associated","animal_feces","Gordon","454","terrestrial","animal_host-associated"
"mgm4461372","feces","feces","host-associated",NA,"Rabbit.MG","muegge_mammals_paper_mammal_samples_MG","metagenome","WGS","north_america","United States of America",38.633556,-90.29137,"feces","mgp116","host-associated","animal_feces","Gordon","454","terrestrial","animal_host-associated"
"mgm4461374","feces","feces","host-associated",NA,"RTLemur.MG","muegge_mammals_paper_mammal_samples_MG","metagenome","WGS","north_america","United States of America",38.633556,-90.29137,"feces","mgp116","host-associated","animal_feces","Gordon","454","terrestrial","animal_host-associated"
"mgm4461375","feces","feces","host-associated",NA,"Saki.MG","muegge_mammals_paper_mammal_samples_MG","metagenome","WGS","north_america","United States of America",38.633556,-90.29137,"feces","mgp116","host-associated","animal_feces","Gordon","454","terrestrial","animal_host-associated"
"mgm4461376","feces","feces","host-associated",NA,"SpecBr2.MG","muegge_mammals_paper_mammal_samples_MG","metagenome","WGS","north_america","United States of America",38.633556,-90.29137,"feces","mgp116","host-associated","animal_feces","Gordon","454","terrestrial","animal_host-associated"
"mgm4461377","feces","feces","host-associated",NA,"SpgbkW.MG","muegge_mammals_paper_mammal_samples_MG","metagenome","WGS","africa","Namibia",18.49041,-117.151475,"feces","mgp116","host-associated","animal_feces","Gordon","454","terrestrial","animal_host-associated"
"mgm4461378","feces","feces","host-associated",NA,"Squirrel.MG","muegge_mammals_paper_mammal_samples_MG","metagenome","WGS","north_america","United States of America",38.633556,-90.29137,"feces","mgp116","host-associated","animal_feces","Gordon","454","terrestrial","animal_host-associated"
"mgm4461379","feces","feces","host-associated",NA,"Urial2.MG","muegge_mammals_paper_mammal_samples_MG","metagenome","WGS","north_america","United States of America",38.633556,-90.29137,"feces","mgp116","host-associated","animal_feces","Gordon","454","terrestrial","animal_host-associated"
"mgm4461380","feces","feces","host-associated",NA,"VWPig.MG","muegge_mammals_paper_mammal_samples_MG","metagenome","WGS","north_america","United States of America",32.736585,-117.151475,"feces","mgp116","host-associated","animal_feces","Gordon","454","terrestrial","animal_host-associated"
"mgm4461383","feces","feces","host-associated",NA,"ZebraSTL1.MG","muegge_mammals_paper_mammal_samples_MG","metagenome","WGS","north_america","United States of America",38.633556,-90.29137,"feces","mgp116","host-associated","animal_feces","Gordon","454","terrestrial","animal_host-associated"
