" project_id","latitude","longitude","ecosystem","Habitat","n","Realm ","Biome","Functional group"
"mgp15251","-77.02","161.71","Soil","desert_soil",2,"Terrestrial","Polar/alpine (cryogenic)","Polar/alpine cliffs, screes, outcrops and lava flows"
"mgp15251","-77.02","161.74","Soil","desert_soil",1,"Terrestrial","Polar/alpine (cryogenic)","Polar/alpine cliffs, screes, outcrops and lava flows"
"mgp15251","-77.02","161.76","Soil","desert_soil",1,"Terrestrial","Polar/alpine (cryogenic)","Polar/alpine cliffs, screes, outcrops and lava flows"
"mgp15251","-77.02","161.78","Soil","desert_soil",1,"Terrestrial","Polar/alpine (cryogenic)","Polar/alpine cliffs, screes, outcrops and lava flows"
"mgp15251","-77.01","161.77","Soil","desert_soil",1,"Terrestrial","Polar/alpine (cryogenic)","Polar/alpine cliffs, screes, outcrops and lava flows"
"mgp15251","-77.01","162.4","Soil","desert_soil",1,"Terrestrial","Polar/alpine (cryogenic)","Polar/alpine cliffs, screes, outcrops and lava flows"
"mgp15251","-76.97","161.16","Soil","desert_soil",1,"Terrestrial","Polar/alpine (cryogenic)","Polar/alpine cliffs, screes, outcrops and lava flows"
"mgp15251","-76.95","161.4","Soil","desert_soil",1,"Terrestrial","Polar/alpine (cryogenic)","Polar/alpine cliffs, screes, outcrops and lava flows"
"mgp15251","-76.87","161.75","Soil","desert_soil",1,"Terrestrial","Polar/alpine (cryogenic)","Polar/alpine cliffs, screes, outcrops and lava flows"
"mgp15251","-76.82","162.11","Soil","desert_soil",1,"Terrestrial","Polar/alpine (cryogenic)","Polar/alpine cliffs, screes, outcrops and lava flows"
"mgp15251","-76.78","161.45","Soil","desert_soil",1,"Terrestrial","Polar/alpine (cryogenic)","Polar/alpine cliffs, screes, outcrops and lava flows"
"mgp15251","-76.73","161.01","Soil","desert_soil",1,"Terrestrial","Polar/alpine (cryogenic)","Polar/alpine cliffs, screes, outcrops and lava flows"
"mgp15251","-76.16","162.02","Soil","desert_soil",1,"Terrestrial","Polar/alpine (cryogenic)","Polar/alpine cliffs, screes, outcrops and lava flows"
"mgp15251","-76.11","162.01","Soil","desert_soil",1,"Terrestrial","Polar/alpine (cryogenic)","Polar/alpine cliffs, screes, outcrops and lava flows"
"mgp11367","-23.96","-68.17","Soil","desert_soil",2,"Terrestrial","Deserts and semi-deserts ","Hyper-arid deserts"
"mgp11367","-22.92","-68.25","Soil","desert_soil",3,"Terrestrial","Deserts and semi-deserts ","Hyper-arid deserts"
"mgp6409","21.44","39.53","Soil","desert_soil",1,"Terrestrial","Deserts and semi-deserts ",
"mgp4098","23.56","15.04","Soil","desert_soil",3,"Terrestrial","Deserts and semi-deserts ",
"mgp3513","23.79","71.01","Soil","desert_soil",1,"Terrestrial","Deserts and semi-deserts ","Semi-desert steppe"
"mgp3513","23.81","70.98","Soil","desert_soil",1,"Terrestrial","Deserts and semi-deserts ","Semi-desert steppe"
"mgp3513","23.83","69.52","Soil","desert_soil",1,"Terrestrial","Deserts and semi-deserts ","Semi-desert steppe"
"mgp3513","23.91","70.54","Soil","desert_soil",1,"Terrestrial","Deserts and semi-deserts ","Semi-desert steppe"
"mgp3513","23.94","70.19","Soil","desert_soil",3,"Terrestrial","Deserts and semi-deserts ","Semi-desert steppe"
"mgp17355","33.65","-116.37","Soil","desert_soil",21,"Terrestrial","Deserts and semi-deserts ",
"mgp10310","34.33","-106.73","Soil","desert_soil",1,"Terrestrial","Deserts and semi-deserts ",
"mgp2997","34.33","-106.73","Soil","desert_soil",1,"Terrestrial","Deserts and semi-deserts ","Succulent or Thorny deserts and semi-deserts"
"mgp10310","34.9","-115.65","Soil","desert_soil",1,"Terrestrial","Deserts and semi-deserts ",
"mgp2997","34.9","-115.65","Soil","desert_soil",1,"Terrestrial","Deserts and semi-deserts ","Succulent or Thorny deserts and semi-deserts"
"mgp10310","35.38","-105.93","Soil","desert_soil",1,"Terrestrial","Deserts and semi-deserts ",
"mgp2997","35.38","-105.93","Soil","desert_soil",1,"Terrestrial","Deserts and semi-deserts ","Cool deserts and semi-deserts"
"mgp19358","31.41","121.71","Freshwater","drinking_water_reservoir",2,"Freshwater","Artificial wetland ","Constructed lacustrine wetlands"
"mgp19358","31.44","121.69","Freshwater","drinking_water_reservoir",2,"Freshwater","Artificial wetland ","Constructed lacustrine wetlands"
"mgp12943","37.22","-80.43","Freshwater","drinking_water_reservoir",45,"Freshwater","Artificial wetland ","Constructed lacustrine wetlands"
"mgp1929","-22.86","-43.16","Saline water","estuarine_seawater",7,"Freshwater-Marine","Semi-confined transitional waters","Permanently open riverine estuaries and bays"
"mgp1929","-22.83","-43.25","Saline water","estuarine_seawater",4,"Freshwater-Marine","Semi-confined transitional waters","Permanently open riverine estuaries and bays"
"mgp358","35.55","138.88","Saline water","estuarine_seawater",1,"Freshwater-Marine","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"mgp358","36.17","139.65","Saline water","estuarine_seawater",1,"Freshwater-Marine","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"mgp358","36.17","140.65","Saline water","estuarine_seawater",1,"Freshwater-Marine","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"mgp81845","41.54","-70.64","Saline water","estuarine_seawater",4,"Freshwater-Marine","Semi-confined transitional waters","Permanently open riverine estuaries and bays"
"mgp5692","46.17","-124.16","Saline water","estuarine_seawater",20,"Marine","Marine shelf","Kelp forests"
"mgp5692","46.17","-124.08","Saline water","estuarine_seawater",7,"Freshwater-Marine","Semi-confined transitional waters","Permanently open riverine estuaries and bays"
"mgp5692","46.2",-124,"Saline water","estuarine_seawater",7,"Freshwater-Marine","Semi-confined transitional waters","Permanently open riverine estuaries and bays"
"mgp5692","46.2","-123.94","Saline water","estuarine_seawater",22,"Freshwater-Marine","Semi-confined transitional waters","Permanently open riverine estuaries and bays"
"mgp5692","46.21","-123.8","Saline water","estuarine_seawater",16,"Freshwater-Marine","Semi-confined transitional waters","Permanently open riverine estuaries and bays"
"mgp5692","46.21","-123.79","Saline water","estuarine_seawater",7,"Freshwater-Marine","Semi-confined transitional waters","Permanently open riverine estuaries and bays"
"mgp5692","46.22","-123.74","Saline water","estuarine_seawater",14,"Freshwater-Marine","Semi-confined transitional waters","Permanently open riverine estuaries and bays"
"mgp5692","46.24","-123.71","Saline water","estuarine_seawater",8,"Freshwater-Marine","Semi-confined transitional waters","Permanently open riverine estuaries and bays"
"mgp5692","46.26","-123.66","Saline water","estuarine_seawater",5,"Freshwater-Marine","Semi-confined transitional waters","Permanently open riverine estuaries and bays"
"mgp2706","47.33","122.43","Saline water","estuarine_seawater",1,"Freshwater-Marine","Semi-confined transitional waters","Permanently open riverine estuaries and bays"
"mgp2706","47.68","122.41","Saline water","estuarine_seawater",1,"Freshwater-Marine","Semi-confined transitional waters","Permanently open riverine estuaries and bays"
"mgp2706","47.7","122.45","Saline water","estuarine_seawater",1,"Freshwater-Marine","Semi-confined transitional waters","Permanently open riverine estuaries and bays"
"mgp2706","47.88","122.37","Saline water","estuarine_seawater",1,"Freshwater-Marine","Semi-confined transitional waters","Permanently open riverine estuaries and bays"
"mgp2706","48.02","122.3","Saline water","estuarine_seawater",1,"Freshwater-Marine","Semi-confined transitional waters","Permanently open riverine estuaries and bays"
"mgp2706","48.37","122.72","Saline water","estuarine_seawater",1,"Freshwater-Marine","Semi-confined transitional waters","Permanently open riverine estuaries and bays"
"mgp2739","58.36","18.14","Saline water","estuarine_seawater",2,"Freshwater-Marine","Semi-confined transitional waters","Permanently open riverine estuaries and bays"
"mgp4996","13.37","55.62","Soil","farm_soil",2,"Terrestrial","Intensive land-use ","Sown pastures and fields"
"mgp5231","13.37","55.62","Soil","farm_soil",1,"Terrestrial","Intensive land-use ","Sown pastures and fields"
"mgp5281","13.37","55.62","Soil","farm_soil",1,"Terrestrial","Intensive land-use ",
"mgp4996","13.41","55.63","Soil","farm_soil",2,"Terrestrial","Intensive land-use ","Annual croplands"
"mgp5231","13.41","55.63","Soil","farm_soil",1,"Terrestrial","Intensive land-use ","Annual croplands"
"mgp5281","13.41","55.63","Soil","farm_soil",1,"Terrestrial","Intensive land-use ",
"mgp7877","39.46","-84.95","Soil","agricultural_soil",2,"Terrestrial","Intensive land-use ","Annual croplands"
"mgp7877","39.46","-84.94","Soil","agricultural_soil",2,"Terrestrial","Intensive land-use ","Annual croplands"
"mgp2850","39.77","-84.85","Soil","farm_soil",1,"Terrestrial","Intensive land-use ",
"mgp7877","39.77","-84.85","Soil","agricultural_soil",2,"Terrestrial","Intensive land-use ","Annual croplands"
"mgp7877","39.77","-84.83","Soil","agricultural_soil",3,"Terrestrial","Intensive land-use ","Annual croplands"
"mgp2850","39.77","-84.82","Soil","farm_soil",1,"Terrestrial","Intensive land-use ",
"mgp7877","39.77","-84.82","Soil","agricultural_soil",2,"Terrestrial","Intensive land-use ","Annual croplands"
"mgp2850","39.8","-84.92","Soil","farm_soil",1,"Terrestrial","Intensive land-use ",
"mgp7877","39.8","-84.92","Soil","agricultural_soil",2,"Terrestrial","Intensive land-use ","Annual croplands"
"mgp2850","39.81","-84.91","Soil","farm_soil",1,"Terrestrial","Intensive land-use ",
"mgp7877","39.81","-84.91","Soil","agricultural_soil",2,"Terrestrial","Intensive land-use ","Annual croplands"
"mgp7877","39.88","-84.98","Soil","agricultural_soil",8,"Terrestrial","Intensive land-use ","Annual croplands"
"mgp7877","39.89","-84.98","Soil","agricultural_soil",4,"Terrestrial","Intensive land-use ","Annual croplands"
"mgp7877","39.9","-85.01","Soil","agricultural_soil",1,"Terrestrial","Intensive land-use ","Annual croplands"
"mgp7877","39.9",-85,"Soil","agricultural_soil",2,"Terrestrial","Intensive land-use ","Annual croplands"
"mgp7877","39.93","-84.77","Soil","agricultural_soil",2,"Terrestrial","Intensive land-use ","Annual croplands"
"mgp7877","39.93","-84.76","Soil","agricultural_soil",2,"Terrestrial","Intensive land-use ","Annual croplands"
"mgp7877","39.95","-84.81","Soil","agricultural_soil",2,"Terrestrial","Intensive land-use ","Annual croplands"
"mgp6787","42.39","-85.37","Soil","farm_soil",21,"Terrestrial","Intensive land-use ","Annual croplands"
"mgp11843","55.64","13.41","Soil","farm_soil",12,"Terrestrial","Intensive land-use ","Annual croplands"
"mgp6200","55.83","-2.32","Soil","farm_soil",1,"Terrestrial","Intensive land-use ","Annual croplands"
"mgp6200","56.51","-6.97","Soil","farm_soil",1,"Terrestrial","Intensive land-use ","Annual croplands"
"mgp10310","-26.73","-54.68","Soil","forest_soil",1,"Terrestrial","Tropical-subtropical forests ","Tropical/subtropical dry forests and thickets"
"mgp2997","-26.73","-54.68","Soil","forest_soil",1,"Terrestrial","Tropical-subtropical forests ","Tropical/subtropical dry forests and thickets"
"mgp2997","-12.63","-71.23","Soil","forest_soil",1,"Terrestrial","Tropical-subtropical forests ","Tropical/subtropical lowland rainforests"
"mgp17849","11.23","107.04","Soil","forest_soil",6,"Terrestrial","Tropical-subtropical forests ","Tropical/subtropical dry forests and thickets"
"mgp17849","11.38","107.06","Soil","forest_soil",3,"Terrestrial","Tropical-subtropical forests ","Tropical/subtropical dry forests and thickets"
"mgp17130","27.57","48.46","Soil","forest_soil",1,"Terrestrial","Tropical-subtropical forests ","Tropical/subtropical lowland rainforests"
"mgp13948","29.68","-82.02","Soil","forest_soil",5,"Terrestrial","Temperate-boreal forests and woodlands","Warm temperate laurophyll forests"
"mgp13948","29.68","-81.96","Soil","forest_soil",4,"Terrestrial","Temperate-boreal forests and woodlands","Warm temperate laurophyll forests"
"mgp13948","29.68","-81.95","Soil","forest_soil",3,"Terrestrial","Temperate-boreal forests and woodlands","Warm temperate laurophyll forests"
"mgp13948","29.69","-81.98","Soil","forest_soil",5,"Terrestrial","Temperate-boreal forests and woodlands","Warm temperate laurophyll forests"
"mgp13948","29.69","-81.96","Soil","forest_soil",1,"Terrestrial","Temperate-boreal forests and woodlands","Warm temperate laurophyll forests"
"mgp13948","29.7","-82.01","Soil","forest_soil",1,"Terrestrial","Temperate-boreal forests and woodlands","Warm temperate laurophyll forests"
"mgp13948","31.19","-84.48","Soil","forest_soil",1,"Terrestrial","Temperate-boreal forests and woodlands","Warm temperate laurophyll forests"
"mgp13948","31.19","-84.46","Soil","forest_soil",2,"Terrestrial","Temperate-boreal forests and woodlands","Warm temperate laurophyll forests"
"mgp13948","32.9","-87.45","Soil","forest_soil",2,"Terrestrial","Temperate-boreal forests and woodlands","Deciduous temperate forest"
"mgp13948","32.92","-87.43","Soil","forest_soil",2,"Terrestrial","Temperate-boreal forests and woodlands","Deciduous temperate forest"
"mgp13948","32.96","-87.43","Soil","forest_soil",2,"Terrestrial","Temperate-boreal forests and woodlands","Deciduous temperate forest"
"mgp13948","32.98","-87.43","Soil","forest_soil",4,"Terrestrial","Temperate-boreal forests and woodlands","Deciduous temperate forest"
"mgp17355","33.61","-116.46","Soil","forest_soil",17,"Terrestrial","Temperate-boreal forests and woodlands","Temperate pyric sclerophyll forests and woodlands"
"mgp17355","33.65","-116.37","Soil","forest_soil",1,"Terrestrial","Temperate-boreal forests and woodlands","Temperate pyric sclerophyll forests and woodlands"
"mgp17355","33.8","-116.69","Soil","forest_soil",19,"Terrestrial","Temperate-boreal forests and woodlands","Temperate pyric sclerophyll forests and woodlands"
"mgp17355","33.81","-116.77","Soil","forest_soil",22,"Terrestrial","Temperate-boreal forests and woodlands","Temperate pyric sclerophyll forests and woodlands"
"mgp2997","34.62","-81.67","Soil","forest_soil",1,"Terrestrial","Temperate-boreal forests and woodlands","Deciduous temperate forests"
"mgp12756","35.96","-84.28","Soil","forest_soil",8,"Terrestrial","Temperate-boreal forests and woodlands","Deciduous temperate forests"
"mgp2997","35.97","-79.08","Soil","forest_soil",1,"Terrestrial","Temperate-boreal forests and woodlands","Deciduous temperate forests"
"mgp3608","36.96","-3.46","Soil","forest_soil",1,"Terrestrial","Temperate-boreal forests and woodlands","Deciduous temperate forests"
"mgp3608","36.97","-3.46","Soil","forest_soil",1,"Terrestrial","Temperate-boreal forests and woodlands","Deciduous temperate forests"
"mgp13948","38.88","-78.12","Soil","forest_soil",1,"Terrestrial","Temperate-boreal forests and woodlands","Deciduous temperate forests"
"mgp13948","38.9","-78.14","Soil","forest_soil",1,"Terrestrial","Temperate-boreal forests and woodlands","Deciduous temperate forests"
"mgp7877","39.75","-84.92","Soil","forest_soil",1,"Terrestrial","Temperate-boreal forests and woodlands","Deciduous temperate forests"
"mgp7877","39.8","-84.92","Soil","forest_soil",1,"Terrestrial","Temperate-boreal forests and woodlands","Deciduous temperate forests"
"mgp13948","42.39","-72.25","Soil","forest_soil",4,"Terrestrial","Temperate-boreal forests and woodlands","Deciduous temperate forests"
"mgp13948","42.42","-72.26","Soil","forest_soil",7,"Terrestrial","Temperate-boreal forests and woodlands","Deciduous temperate forests"
"mgp13948","42.43","-72.23","Soil","forest_soil",5,"Terrestrial","Temperate-boreal forests and woodlands","Deciduous temperate forests"
"mgp13948","42.46","-72.23","Soil","forest_soil",2,"Terrestrial","Temperate-boreal forests and woodlands","Deciduous temperate forests"
"mgp8732","43.67","-86.15","Soil","forest_soil",5,"Terrestrial","Temperate-boreal forests and woodlands","Deciduous temperate forests"
"mgp8732","44.39","-85.84","Soil","forest_soil",5,"Terrestrial","Temperate-boreal forests and woodlands","Deciduous temperate forests"
"mgp8732","44.39","-85.83","Soil","forest_soil",1,"Terrestrial","Temperate-boreal forests and woodlands","Deciduous temperate forests"
"mgp8732","45.55","-84.87","Soil","forest_soil",3,"Terrestrial","Temperate-boreal forests and woodlands","Deciduous temperate forests"
"mgp8732","45.55","-84.86","Soil","forest_soil",2,"Terrestrial","Temperate-boreal forests and woodlands","Deciduous temperate forests"
"mgp8732","45.56","-84.87","Soil","forest_soil",1,"Terrestrial","Temperate-boreal forests and woodlands","Deciduous temperate forests"
"mgp8732","46.87","-88.89","Soil","forest_soil",6,"Terrestrial","Temperate-boreal forests and woodlands","Deciduous temperate forests"
"mgpinternal id of project","47.51","-93.45","Soil","forest_soil",3,"Terrestrial","Temperate-boreal forests and woodlands","Deciduous temperate forests"
"mgp11442","48.51","90.41","Soil","forest_soil",12,"Terrestrial","Temperate-boreal forests and woodlands","Boreal and temperate high montane forests and woodlands"
"mgp6860","49.04","13.62","Soil","forest_soil",1,"Terrestrial","Temperate-boreal forests and woodlands","Deciduous temperate forests"
"mgp82276","49.04","13.62","Soil","forest_soil",1,"Terrestrial","Temperate-boreal forests and woodlands","Deciduous temperate forests"
"mgp7220","53.41","6.5","Soil","forest_soil",7,"Terrestrial","Intensive land use","Annual croplands"
"mgp10310","64.8","-148.25","Soil","forest_soil",1,"Terrestrial","Temperate-boreal forests and woodlands","Boreal and temperate high montane forests and woodlands"
"mgp2997","64.8","-148.25","Soil","forest_soil",1,"Terrestrial","Temperate-boreal forests and woodlands","Boreal and temperate high montane forests and woodlands"
"mgp6397","26.21","127.68","Freshwater","freshwater_biofilm",1,"Terrestrial","Intensive land use","Urban and industrial ecosystems"
"mgp9153",34,81,"Freshwater","freshwater_biofilm",1,"Freshwater","Artificial wetlands ","Freshwater aquafarms"
"mgp79357","34.4","-118.92","Freshwater","freshwater_biofilm",2,"Terrestrial","Savannas and grasslands ","Temperate woodlands"
"mgp5076","35.21","-97.45","Freshwater","freshwater_biofilm",6,"Freshwater","Rivers and streams ","Permanent lowland rivers"
"mgp12943","37.22","-80.43","Freshwater","freshwater_biofilm",9,"Terrestrial","Intensive land use","Urban and industrial ecosystems"
"mgp14283","37.69","-118.82","Freshwater","freshwater_biofilm",15,"Freshwater","Lakes ","Geothermal pools and wetlands"
"mgp7509","37.69","-118.82","Freshwater","freshwater_biofilm",4,"Freshwater","Lakes ","Geothermal pools and wetlands"
"mgp9770","37.69","-118.82","Freshwater","freshwater_biofilm",3,"Freshwater","Lakes ","Geothermal pools and wetlands"
"mgp11202","38.05","-81.91","Freshwater","freshwater_biofilm",1,"Freshwater","Rivers and streams",
"mgp11202","38.06","-81.95","Freshwater","freshwater_biofilm",1,"Freshwater","Rivers and streams",
"mgp11202","38.06","-81.94","Freshwater","freshwater_biofilm",1,"Freshwater","Rivers and streams",
"mgp11202","38.08","-81.94","Freshwater","freshwater_biofilm",1,"Freshwater","Rivers and streams",
"mgp11202","38.09","-81.98","Freshwater","freshwater_biofilm",1,"Freshwater","Rivers and streams",
"mgp11202","38.09","-81.96","Freshwater","freshwater_biofilm",3,"Freshwater","Rivers and streams",
"mgp11202","38.1","-81.99","Freshwater","freshwater_biofilm",1,"Freshwater","Rivers and streams",
"mgp11202","38.15",-82,"Freshwater","freshwater_biofilm",1,"Freshwater","Rivers and streams",
"mgp11202","38.15","-81.99","Freshwater","freshwater_biofilm",1,"Freshwater","Rivers and streams",
"mgp650","41.58","-70.64","Freshwater","freshwater_biofilm",1," Marine","Brackish tidal ","Coastal saltmarshes and reedbeds"
"mgp17674","41.63","-87.18","Freshwater","freshwater_biofilm",3,"Freshwater","Lakes ","Large permanent freshwater lakes"
"mgp17674","41.65","-87.43","Freshwater","freshwater_biofilm",3,"Freshwater","Lakes ","Large permanent freshwater lakes"
"mgp17674","41.71","-87.53","Freshwater","freshwater_biofilm",2,"Freshwater","Lakes ","Large permanent freshwater lakes"
"mgp17674","42.74","-87.78","Freshwater","freshwater_biofilm",2,"Freshwater","Lakes ","Large permanent freshwater lakes"
"mgp14570","52.42","-4.08","Freshwater","freshwater_biofilm",6,"Terrestrial","Intensive land use ","Sown pastures and fields"
"mgp6398","55.95","-3.19","Freshwater","freshwater_biofilm",1,"Terrestrial","Intensive land use","Urban and industrial ecosystems"
"mgp82531","34.18","118.19","Soil","garden_soil",105,"Terrestrial","Intensive land use ","Urban and industrial ecosystems"
"PRJNA405993","37.98","-121.87","Groundwater","geyser",1,"Subterranean-Freshwater","Subterranean-Freshwater ",
"PRJNA405994","37.98","-121.87","Groundwater","geyser",1,"Subterranean-Freshwater","Subterranean-Freshwater ",
"PRJNA416590","37.98","-121.87","Groundwater","geyser",1,"Subterranean-Freshwater","Subterranean-Freshwater ",
"PRJNA229517","38.56","-110.8","Groundwater","geyser",2,"Subterranean-Freshwater","Subterranean-Freshwater ",
"PRJNA367347","38.84","-106.95","Groundwater","geyser",1,"Subterranean-Freshwater","Subterranean-Freshwater ",
"PRJNA367348","38.84","-106.95","Groundwater","geyser",1,"Subterranean-Freshwater","Subterranean-Freshwater ",
"PRJNA367349","38.84","-106.95","Groundwater","geyser",1,"Subterranean-Freshwater","Subterranean-Freshwater ",
"PRJNA367350","38.84","-106.95","Groundwater","geyser",1,"Subterranean-Freshwater","Subterranean-Freshwater ",
"PRJNA229517","38.94","-110.14","Groundwater","geyser",1,"Subterranean-Freshwater","Subterranean-Freshwater ",
"PRJNA365669","38.94","-110.13","Groundwater","geyser",1,"Subterranean-Freshwater","Subterranean-Freshwater ",
"PRJNA365670","38.94","-110.13","Groundwater","geyser",1,"Subterranean-Freshwater","Subterranean-Freshwater ",
"PRJNA365671","38.94","-110.13","Groundwater","geyser",1,"Subterranean-Freshwater","Subterranean-Freshwater ",
"PRJNA375480","38.94","-110.13","Groundwater","geyser",1,"Subterranean-Freshwater","Subterranean-Freshwater ",
"PRJNA375481","38.94","-110.13","Groundwater","geyser",1,"Subterranean-Freshwater","Subterranean-Freshwater ",
"PRJNA375482","38.94","-110.13","Groundwater","geyser",1,"Subterranean-Freshwater","Subterranean-Freshwater ",
"PRJNA375483","38.94","-110.13","Groundwater","geyser",1,"Subterranean-Freshwater","Subterranean-Freshwater ",
"PRJNA375484","38.94","-110.13","Groundwater","geyser",1,"Subterranean-Freshwater","Subterranean-Freshwater ",
"PRJNA375485","38.94","-110.13","Groundwater","geyser",1,"Subterranean-Freshwater","Subterranean-Freshwater ",
"PRJNA405968","38.94","-110.13","Groundwater","geyser",1,"Subterranean-Freshwater","Subterranean-Freshwater ",
"PRJNA405969","38.94","-110.13","Groundwater","geyser",1,"Subterranean-Freshwater","Subterranean-Freshwater ",
"PRJNA405970","38.94","-110.13","Groundwater","geyser",1,"Subterranean-Freshwater","Subterranean-Freshwater ",
"PRJNA405971","38.94","-110.13","Groundwater","geyser",1,"Subterranean-Freshwater","Subterranean-Freshwater ",
"PRJNA405972","38.94","-110.13","Groundwater","geyser",1,"Subterranean-Freshwater","Subterranean-Freshwater ",
"PRJNA405973","38.94","-110.13","Groundwater","geyser",1,"Subterranean-Freshwater","Subterranean-Freshwater ",
"PRJNA405974","38.94","-110.13","Groundwater","geyser",1,"Subterranean-Freshwater","Subterranean-Freshwater ",
"PRJNA405975","38.94","-110.13","Groundwater","geyser",1,"Subterranean-Freshwater","Subterranean-Freshwater ",
"PRJNA405976","38.94","-110.13","Groundwater","geyser",1,"Subterranean-Freshwater","Subterranean-Freshwater ",
"PRJNA405977","38.94","-110.13","Groundwater","geyser",1,"Subterranean-Freshwater","Subterranean-Freshwater ",
"PRJNA405978","38.94","-110.13","Groundwater","geyser",1,"Subterranean-Freshwater","Subterranean-Freshwater ",
"PRJNA405979","38.94","-110.13","Groundwater","geyser",1,"Subterranean-Freshwater","Subterranean-Freshwater ",
"PRJNA405980","38.94","-110.13","Groundwater","geyser",1,"Subterranean-Freshwater","Subterranean-Freshwater ",
"PRJNA405981","38.94","-110.13","Groundwater","geyser",1,"Subterranean-Freshwater","Subterranean-Freshwater ",
"PRJNA405982","38.94","-110.13","Groundwater","geyser",1,"Subterranean-Freshwater","Subterranean-Freshwater ",
"PRJNA405983","38.94","-110.13","Groundwater","geyser",1,"Subterranean-Freshwater","Subterranean-Freshwater ",
"PRJNA405984","38.94","-110.13","Groundwater","geyser",1,"Subterranean-Freshwater","Subterranean-Freshwater ",
"PRJNA405985","38.94","-110.13","Groundwater","geyser",1,"Subterranean-Freshwater","Subterranean-Freshwater ",
"PRJNA405986","38.94","-110.13","Groundwater","geyser",1,"Subterranean-Freshwater","Subterranean-Freshwater ",
"PRJNA405987","38.94","-110.13","Groundwater","geyser",1,"Subterranean-Freshwater","Subterranean-Freshwater ",
"PRJNA405988","38.94","-110.13","Groundwater","geyser",1,"Subterranean-Freshwater","Subterranean-Freshwater ",
"PRJNA405989","38.94","-110.13","Groundwater","geyser",1,"Subterranean-Freshwater","Subterranean-Freshwater ",
"PRJNA405990","38.94","-110.13","Groundwater","geyser",1,"Subterranean-Freshwater","Subterranean-Freshwater ",
"PRJNA405991","38.94","-110.13","Groundwater","geyser",1,"Subterranean-Freshwater","Subterranean-Freshwater ",
"PRJNA405992","38.94","-110.13","Groundwater","geyser",1,"Subterranean-Freshwater","Subterranean-Freshwater ",
"PRJNA416577","38.94","-110.13","Groundwater","geyser",1,"Subterranean-Freshwater","Subterranean-Freshwater ",
"PRJNA416578","38.94","-110.13","Groundwater","geyser",1,"Subterranean-Freshwater","Subterranean-Freshwater ",
"PRJNA416579","38.94","-110.13","Groundwater","geyser",1,"Subterranean-Freshwater","Subterranean-Freshwater ",
"PRJNA416580","38.94","-110.13","Groundwater","geyser",1,"Subterranean-Freshwater","Subterranean-Freshwater ",
"PRJNA416581","38.94","-110.13","Groundwater","geyser",1,"Subterranean-Freshwater","Subterranean-Freshwater ",
"PRJNA416582","38.94","-110.13","Groundwater","geyser",1,"Subterranean-Freshwater","Subterranean-Freshwater ",
"PRJNA416583","38.94","-110.13","Groundwater","geyser",1,"Subterranean-Freshwater","Subterranean-Freshwater ",
"PRJNA416584","38.94","-110.13","Groundwater","geyser",1,"Subterranean-Freshwater","Subterranean-Freshwater ",
"PRJNA416585","38.94","-110.13","Groundwater","geyser",1,"Subterranean-Freshwater","Subterranean-Freshwater ",
"PRJNA416586","38.94","-110.13","Groundwater","geyser",1,"Subterranean-Freshwater","Subterranean-Freshwater ",
"PRJNA416587","38.94","-110.13","Groundwater","geyser",1,"Subterranean-Freshwater","Subterranean-Freshwater ",
"PRJNA416588","38.94","-110.13","Groundwater","geyser",1,"Subterranean-Freshwater","Subterranean-Freshwater ",
"PRJNA416589","38.94","-110.13","Groundwater","geyser",1,"Subterranean-Freshwater","Subterranean-Freshwater ",
"PRJNA416591","38.94","-110.13","Groundwater","geyser",1,"Subterranean-Freshwater","Subterranean-Freshwater ",
"PRJNA416592","38.94","-110.13","Groundwater","geyser",1,"Subterranean-Freshwater","Subterranean-Freshwater ",
"PRJNA416593","38.94","-110.13","Groundwater","geyser",1,"Subterranean-Freshwater","Subterranean-Freshwater ",
"PRJNA416594","38.94","-110.13","Groundwater","geyser",1,"Subterranean-Freshwater","Subterranean-Freshwater ",
"PRJNA416595","38.94","-110.13","Groundwater","geyser",1,"Subterranean-Freshwater","Subterranean-Freshwater ",
"mgp20922","33.74","-117.73","Soil","grassland",93,"Terrestrial","Savannas and grasslands",
"mgp17355","33.74","-117.7","Soil","grassland",23,"Terrestrial","Savannas and grasslands",
"mgp17355","33.8","-116.69","Soil","grassland",1,"Terrestrial","Savannas and grasslands",
"mgp10227","35.19","-97.45","Soil","grassland",1,"Terrestrial","Savannas and grasslands",
"mgp10227","35.2","-97.44","Soil","grassland",1,"Terrestrial","Savannas and grasslands",
"mgp10227","35.21","-97.44","Soil","grassland",1,"Terrestrial","Savannas and grasslands",
"mgp13948","40.81","-104.73","Soil","grassland",7,"Terrestrial","Savannas and grasslands",
"mgp13948","40.81","-104.7","Soil","grassland",6,"Terrestrial","Savannas and grasslands",
"mgp13948","40.82","-104.75","Soil","grassland",2,"Terrestrial","Savannas and grasslands",
"mgp13948","40.82","-104.71","Soil","grassland",6,"Terrestrial","Savannas and grasslands",
"mgp13948","40.85","-104.7","Soil","grassland",7,"Terrestrial","Savannas and grasslands",
"mgp5588","45.4","-93.2","Soil","grassland",12,"Terrestrial","Savannas and grasslands",
"mgp13154","45.68","-73.44","Soil","grassland",15,"Terrestrial","Savannas and grasslands",
