"samples","life_style","biosphere","ecosystem","habitat","country","project_name","latitude","longitude","PI_lastname","seq_method"
"mgm4674301","host-associated","terrestrial","animal_host-associated","bodily_fluid","USA","Platelet function and TMAO",41.5022739,-81.6175875,"hazen","illumina"
"mgm4674303","host-associated","terrestrial","animal_host-associated","bodily_fluid","USA","Platelet function and TMAO",41.5022739,-81.6175875,"hazen","illumina"
"mgm4674305","host-associated","terrestrial","animal_host-associated","bodily_fluid","USA","Platelet function and TMAO",41.5022739,-81.6175875,"hazen","illumina"
"mgm4674307","host-associated","terrestrial","animal_host-associated","bodily_fluid","USA","Platelet function and TMAO",41.5022739,-81.6175875,"hazen","illumina"
"mgm4674936","host-associated","terrestrial","animal_host-associated","animal_feces","Italy","fitase",44.5075,11.3513888888889,"manfreda","illumina"
"mgm4674938","host-associated","terrestrial","animal_host-associated","animal_feces","Italy","fitase",44.5075,11.3513888888889,"manfreda","illumina"
"mgm4680824","host-associated","terrestrial","animal_host-associated","animal_manure","USA","KFKHMLXF",37.21525,-80.4227,"feng","illumina"
"mgm4680829","host-associated","terrestrial","animal_host-associated","animal_manure","USA","KFKHMLXF",37.21525,-80.4227,"feng","illumina"
"mgm4680836","host-associated","terrestrial","animal_host-associated","animal_manure","USA","KFKHMLXF",37.21525,-80.4227,"feng","illumina"
"mgm4680838","host-associated","terrestrial","animal_host-associated","animal_manure","USA","KFKHMLXF",37.21525,-80.4227,"feng","illumina"
"mgm4680840","host-associated","terrestrial","animal_host-associated","animal_manure","USA","KFKHMLXF",37.21525,-80.4227,"feng","illumina"
"mgm4680843","host-associated","terrestrial","animal_host-associated","animal_manure","USA","KFKHMLXF",37.21525,-80.4227,"feng","illumina"
"mgm4680845","host-associated","terrestrial","animal_host-associated","animal_manure","USA","KFKHMLXF",37.21525,-80.4227,"feng","illumina"
"mgm4680847","host-associated","terrestrial","animal_host-associated","animal_manure","USA","KFKHMLXF",37.21525,-80.4227,"feng","illumina"
"mgm4680849","host-associated","terrestrial","animal_host-associated","animal_manure","USA","KFKHMLXF",37.21525,-80.4227,"feng","illumina"
"mgm4680851","host-associated","terrestrial","animal_host-associated","animal_manure","USA","KFKHMLXF",37.21525,-80.4227,"feng","illumina"
"mgm4680855","host-associated","terrestrial","animal_host-associated","animal_manure","USA","KFKHMLXF",37.21525,-80.4227,"feng","illumina"
"mgm4680858","host-associated","terrestrial","animal_host-associated","animal_manure","USA","KFKHMLXF",37.21525,-80.4227,"feng","illumina"
"mgm4680862","host-associated","terrestrial","animal_host-associated","animal_manure","USA","KFKHMLXF",37.21525,-80.4227,"feng","illumina"
"mgm4680868","host-associated","terrestrial","animal_host-associated","animal_manure","USA","KFKHMLXF",37.21525,-80.4227,"feng","illumina"
"mgm4680881","host-associated","terrestrial","animal_host-associated","animal_feces","Italy","fitase",44.5075,11.3513888888889,"manfreda","illumina"
"mgm4680882","host-associated","terrestrial","animal_host-associated","animal_feces","Italy","fitase",44.5075,11.3513888888889,"manfreda","illumina"
"mgm4680885","host-associated","terrestrial","animal_host-associated","animal_feces","Italy","fitase",44.5075,11.3513888888889,"manfreda","illumina"
"mgm4680887","host-associated","terrestrial","animal_host-associated","animal_feces","Italy","fitase",44.5075,11.3513888888889,"manfreda","illumina"
"mgm4680896","host-associated","terrestrial","animal_host-associated","animal_feces","Italy","fitase",44.5075,11.3513888888889,"manfreda","illumina"
"mgm4680968","host-associated","terrestrial","animal_host-associated","animal_manure","USA","KFKHMLXF",37.21525,-80.4227,"feng","illumina"
"mgm4680970","host-associated","terrestrial","animal_host-associated","animal_manure","USA","KFKHMLXF",37.21525,-80.4227,"feng","illumina"
"mgm4680972","host-associated","terrestrial","animal_host-associated","animal_manure","USA","KFKHMLXF",37.21525,-80.4227,"feng","illumina"
"mgm4682557","host-associated","terrestrial","animal_host-associated","animal_feces","Italy","protease first trial",44.5075,11.3513888888889,"manfreda","illumina"
"mgm4683353","host-associated","terrestrial","plant_associated","rhizosphere","China","Agricultural soil viruses",36.79,116.56,"han","illumina"
"mgm4683369","host-associated","terrestrial","plant_associated","rhizosphere","China","Agricultural soil viruses",43.65,126.47,"han","illumina"
"mgm4683418","host-associated","terrestrial","plant_associated","rhizosphere","China","Agricultural soil viruses",28.22,116.9,"han","illumina"
"mgm4683431","host-associated","terrestrial","plant_associated","rhizosphere","China","Agricultural soil viruses",43.57,126.36,"han","illumina"
"mgm4683980","host-associated","terrestrial","animal_host-associated","animal_feces","China","panda",31.0495923005,103.0779489905,"ying","illumina"
"mgm4684109","host-associated","terrestrial","plant_associated","rhizosphere","China","Agricultural soil viruses",33.13,120.49,"han","illumina"
"mgm4688374","host-associated","terrestrial","plant_associated","forest_soil","Brazil","Restinga experiment",27.56528,48.45556,"pugnaire","illumina"
"mgm4689127","host-associated","terrestrial","human_host-associated","human_associated_biofilm","United Kingdom","RAP_pool2",53.49191,1.314801,"cheng","illumina"
"mgm4689323","host-associated","terrestrial","human_host-associated","human_associated_biofilm","United Kingdom","RAP_pool2",53.49191,1.314801,"cheng","illumina"
"mgm4689539","host-associated","terrestrial","plant_associated","rhizosphere","China","Agricultural soil viruses",33.16,118.52,"han","illumina"
"mgm4690389","free-living","terrestrial","soil","forest_soil","USA","CA_IN",33.61,-116.46,"allison","illumina"
"mgm4690390","free-living","terrestrial","soil","desert_soil","USA","CA_IN",33.65,-116.37,"allison","illumina"
"mgm4690391","free-living","terrestrial","soil","desert_soil","USA","CA_IN",33.65,-116.37,"allison","illumina"
"mgm4690392","free-living","terrestrial","soil","grassland","USA","CA_IN",33.74,-117.7,"allison","illumina"
"mgm4690393","free-living","terrestrial","soil","desert_soil","USA","CA_IN",33.65,-116.37,"allison","illumina"
"mgm4690394","free-living","terrestrial","soil","grassland","USA","CA_IN",33.74,-117.7,"allison","illumina"
"mgm4690395","free-living","terrestrial","soil","forest_soil","USA","CA_IN",33.81,-116.77,"allison","illumina"
"mgm4690396","free-living","terrestrial","soil","forest_soil","USA","CA_IN",33.61,-116.46,"allison","illumina"
"mgm4690397","free-living","terrestrial","soil","grassland","USA","CA_IN",33.74,-117.7,"allison","illumina"
"mgm4690398","free-living","terrestrial","soil","forest_soil","USA","CA_IN",33.8,-116.69,"allison","illumina"
"mgm4690399","free-living","terrestrial","soil","grassland","USA","CA_IN",33.74,-117.7,"allison","illumina"
"mgm4690401","free-living","terrestrial","soil","grassland","USA","CA_IN",33.74,-117.7,"allison","illumina"
"mgm4690402","free-living","terrestrial","soil","forest_soil","USA","CA_IN",33.61,-116.46,"allison","illumina"
"mgm4690403","free-living","terrestrial","soil","forest_soil","USA","CA_IN",33.81,-116.77,"allison","illumina"
"mgm4690404","free-living","terrestrial","soil","forest_soil","USA","CA_IN",33.61,-116.46,"allison","illumina"
"mgm4690406","free-living","terrestrial","soil","forest_soil","USA","CA_IN",33.81,-116.77,"allison","illumina"
"mgm4690408","free-living","terrestrial","soil","desert_soil","USA","CA_IN",33.65,-116.37,"allison","illumina"
"mgm4690409","free-living","terrestrial","soil","desert_soil","USA","CA_IN",33.65,-116.37,"allison","illumina"
"mgm4690410","free-living","terrestrial","soil","forest_soil","USA","CA_IN",33.61,-116.46,"allison","illumina"
"mgm4690411","free-living","terrestrial","soil","forest_soil","USA","CA_IN",33.81,-116.77,"allison","illumina"
"mgm4690412","free-living","terrestrial","soil","forest_soil","USA","CA_IN",33.81,-116.77,"allison","illumina"
"mgm4690413","free-living","terrestrial","soil","forest_soil","USA","CA_IN",33.8,-116.69,"allison","illumina"
"mgm4690414","free-living","terrestrial","soil","desert_soil","USA","CA_IN",33.65,-116.37,"allison","illumina"
"mgm4690415","free-living","terrestrial","soil","forest_soil","USA","CA_IN",33.8,-116.69,"allison","illumina"
"mgm4690416","free-living","terrestrial","soil","forest_soil","USA","CA_IN",33.61,-116.46,"allison","illumina"
"mgm4690417","free-living","terrestrial","soil","grassland","USA","CA_IN",33.74,-117.7,"allison","illumina"
"mgm4690418","free-living","terrestrial","soil","desert_soil","USA","CA_IN",33.65,-116.37,"allison","illumina"
"mgm4690419","free-living","terrestrial","soil","forest_soil","USA","CA_IN",33.8,-116.69,"allison","illumina"
"mgm4690421","free-living","terrestrial","soil","forest_soil","USA","CA_IN",33.81,-116.77,"allison","illumina"
"mgm4690422","free-living","terrestrial","soil","forest_soil","USA","CA_IN",33.8,-116.69,"allison","illumina"
"mgm4690423","free-living","terrestrial","soil","forest_soil","USA","CA_IN",33.8,-116.69,"allison","illumina"
"mgm4690424","free-living","terrestrial","soil","forest_soil","USA","CA_IN",33.81,-116.77,"allison","illumina"
"mgm4690425","free-living","terrestrial","soil","forest_soil","USA","CA_IN",33.81,-116.77,"allison","illumina"
"mgm4690426","free-living","terrestrial","soil","forest_soil","USA","CA_IN",33.8,-116.69,"allison","illumina"
"mgm4690428","free-living","terrestrial","soil","desert_soil","USA","CA_IN",33.65,-116.37,"allison","illumina"
"mgm4690500","free-living","terrestrial","soil","grassland","USA","CA_IN",33.74,-117.7,"allison","illumina"
"mgm4690501","free-living","terrestrial","soil","desert_soil","USA","CA_IN",33.65,-116.37,"allison","illumina"
"mgm4690502","free-living","terrestrial","soil","forest_soil","USA","CA_IN",33.81,-116.77,"allison","illumina"
"mgm4690503","free-living","terrestrial","soil","forest_soil","USA","CA_IN",33.8,-116.69,"allison","illumina"
"mgm4690506","free-living","terrestrial","soil","grassland","USA","CA_IN",33.74,-117.7,"allison","illumina"
"mgm4690507","free-living","terrestrial","soil","forest_soil","USA","CA_IN",33.81,-116.77,"allison","illumina"
"mgm4690509","free-living","terrestrial","soil","forest_soil","USA","CA_IN",33.8,-116.69,"allison","illumina"
"mgm4690510","free-living","terrestrial","soil","forest_soil","USA","CA_IN",33.8,-116.69,"allison","illumina"
"mgm4690512","free-living","terrestrial","soil","forest_soil","USA","CA_IN",33.81,-116.77,"allison","illumina"
"mgm4690513","free-living","terrestrial","soil","grassland","USA","CA_IN",33.74,-117.7,"allison","illumina"
"mgm4690515","free-living","terrestrial","soil","desert_soil","USA","CA_IN",33.65,-116.37,"allison","illumina"
"mgm4690516","free-living","terrestrial","soil","forest_soil","USA","CA_IN",33.61,-116.46,"allison","illumina"
"mgm4690517","free-living","terrestrial","soil","forest_soil","USA","CA_IN",33.81,-116.77,"allison","illumina"
"mgm4690518","free-living","terrestrial","soil","forest_soil","USA","CA_IN",33.81,-116.77,"allison","illumina"
"mgm4690519","free-living","terrestrial","soil","forest_soil","USA","CA_IN",33.8,-116.69,"allison","illumina"
"mgm4690521","free-living","terrestrial","soil","grassland","USA","CA_IN",33.74,-117.7,"allison","illumina"
"mgm4690523","free-living","terrestrial","soil","forest_soil","USA","CA_IN",33.8,-116.69,"allison","illumina"
"mgm4690524","free-living","terrestrial","soil","grassland","USA","CA_IN",33.74,-117.7,"allison","illumina"
"mgm4690525","free-living","terrestrial","soil","desert_soil","USA","CA_IN",33.65,-116.37,"allison","illumina"
"mgm4690527","free-living","terrestrial","soil","desert_soil","USA","CA_IN",33.65,-116.37,"allison","illumina"
"mgm4690528","free-living","terrestrial","soil","forest_soil","USA","CA_IN",33.8,-116.69,"allison","illumina"
"mgm4690531","free-living","terrestrial","soil","forest_soil","USA","CA_IN",33.61,-116.46,"allison","illumina"
"mgm4690533","free-living","terrestrial","soil","grassland","USA","CA_IN",33.74,-117.7,"allison","illumina"
"mgm4690534","free-living","terrestrial","soil","forest_soil","USA","CA_IN",33.81,-116.77,"allison","illumina"
"mgm4690537","free-living","terrestrial","soil","forest_soil","USA","CA_IN",33.81,-116.77,"allison","illumina"
"mgm4690540","free-living","terrestrial","soil","desert_soil","USA","CA_IN",33.65,-116.37,"allison","illumina"
"mgm4690541","free-living","terrestrial","soil","desert_soil","USA","CA_IN",33.65,-116.37,"allison","illumina"
"mgm4690542","free-living","terrestrial","soil","desert_soil","USA","CA_IN",33.65,-116.37,"allison","illumina"
"mgm4690543","free-living","terrestrial","soil","forest_soil","USA","CA_IN",33.61,-116.46,"allison","illumina"
"mgm4690545","free-living","terrestrial","soil","forest_soil","USA","CA_IN",33.81,-116.77,"allison","illumina"
"mgm4690930","free-living","terrestrial","soil","forest_soil","USA","CA_IN",33.8,-116.69,"allison","illumina"
"mgm4690945","free-living","terrestrial","soil","forest_soil","USA","CA_IN",33.61,-116.46,"allison","illumina"
"mgm4690985","free-living","terrestrial","soil","forest_soil","USA","CA_IN",33.61,-116.46,"allison","illumina"
"mgm4691110","host-associated","terrestrial","human_host-associated","human-gut","Slovenia","PlanHab metagenomes",46.4730555555556,13.7241666666667,"stres","illumina"
"mgm4691111","host-associated","terrestrial","human_host-associated","human-gut","Slovenia","PlanHab metagenomes",46.4730555555556,13.7241666666667,"stres","illumina"
"mgm4691112","host-associated","terrestrial","human_host-associated","human-gut","Slovenia","PlanHab metagenomes",46.4730555555556,13.7241666666667,"stres","illumina"
"mgm4691113","host-associated","terrestrial","human_host-associated","human-gut","Slovenia","PlanHab metagenomes",46.4730555555556,13.7241666666667,"stres","illumina"
"mgm4691114","host-associated","terrestrial","human_host-associated","human-gut","Slovenia","PlanHab metagenomes",46.4730555555556,13.7241666666667,"stres","illumina"
"mgm4691115","host-associated","terrestrial","human_host-associated","human-gut","Slovenia","PlanHab metagenomes",46.4730555555556,13.7241666666667,"stres","illumina"
"mgm4691116","host-associated","terrestrial","human_host-associated","human-gut","Slovenia","PlanHab metagenomes",46.4730555555556,13.7241666666667,"stres","illumina"
"mgm4691117","host-associated","terrestrial","human_host-associated","human-gut","Slovenia","PlanHab metagenomes",46.4730555555556,13.7241666666667,"stres","illumina"
"mgm4691118","host-associated","terrestrial","human_host-associated","human-gut","Slovenia","PlanHab metagenomes",46.4730555555556,13.7241666666667,"stres","illumina"
"mgm4691119","host-associated","terrestrial","human_host-associated","human-gut","Slovenia","PlanHab metagenomes",46.4730555555556,13.7241666666667,"stres","illumina"
"mgm4691120","host-associated","terrestrial","human_host-associated","human-gut","Slovenia","PlanHab metagenomes",46.4730555555556,13.7241666666667,"stres","illumina"
"mgm4691121","host-associated","terrestrial","human_host-associated","human-gut","Slovenia","PlanHab metagenomes",46.4730555555556,13.7241666666667,"stres","illumina"
"mgm4691122","host-associated","terrestrial","human_host-associated","human-gut","Slovenia","PlanHab metagenomes",46.4730555555556,13.7241666666667,"stres","illumina"
"mgm4691123","host-associated","terrestrial","human_host-associated","human-gut","Slovenia","PlanHab metagenomes",46.4730555555556,13.7241666666667,"stres","illumina"
"mgm4691124","host-associated","terrestrial","human_host-associated","human-gut","Slovenia","PlanHab metagenomes",46.4730555555556,13.7241666666667,"stres","illumina"
"mgm4691125","host-associated","terrestrial","human_host-associated","human-gut","Slovenia","PlanHab metagenomes",46.4730555555556,13.7241666666667,"stres","illumina"
"mgm4691126","host-associated","terrestrial","human_host-associated","human-gut","Slovenia","PlanHab metagenomes",46.4730555555556,13.7241666666667,"stres","illumina"
"mgm4691127","host-associated","terrestrial","human_host-associated","human-gut","Slovenia","PlanHab metagenomes",46.4730555555556,13.7241666666667,"stres","illumina"
"mgm4691267","free-living","terrestrial","soil","grassland","USA","CA_IN",33.74,-117.7,"allison","illumina"
"mgm4693524","host-associated","terrestrial","human_host-associated","human_associated_biofilm","United Kingdom","RAP_pool2",53.49191,1.314801,"cheng","illumina"
"mgm4693638","free-living","terrestrial","soil","grassland","USA","CA_IN",33.74,-117.7,"allison","illumina"
"mgm4694154","free-living","terrestrial","soil","grassland","USA","CA_IN",33.74,-117.7,"allison","illumina"
"mgm4694746","host-associated","terrestrial","animal_host-associated","animal_feces","China","panda",30.33619,102.8725,"ying","illumina"
"mgm4695472","host-associated","terrestrial","animal_host-associated","animal_feces","Switzerland","Mice_Farm_Allergy",46.1937162,6.15149940000003,"lazarevic","illumina"
"mgm4695473","host-associated","terrestrial","animal_host-associated","animal_feces","Switzerland","Mice_Farm_Allergy",46.1937162,6.15149940000003,"lazarevic","illumina"
"mgm4695474","host-associated","terrestrial","animal_host-associated","animal_feces","Switzerland","Mice_Farm_Allergy",46.0871799,7.1704747,"lazarevic","illumina"
"mgm4695475","host-associated","terrestrial","animal_host-associated","animal_feces","Switzerland","Mice_Farm_Allergy",46.1937162,6.15149940000003,"lazarevic","illumina"
"mgm4695476","host-associated","terrestrial","animal_host-associated","animal_feces","Switzerland","Mice_Farm_Allergy",46.0871799,7.1704747,"lazarevic","illumina"
"mgm4695477","host-associated","terrestrial","animal_host-associated","animal_feces","Switzerland","Mice_Farm_Allergy",46.0871799,7.1704747,"lazarevic","illumina"
"mgm4695478","host-associated","terrestrial","animal_host-associated","animal_feces","Switzerland","Mice_Farm_Allergy",46.0871799,7.1704747,"lazarevic","illumina"
"mgm4695479","host-associated","terrestrial","animal_host-associated","animal_feces","Switzerland","Mice_Farm_Allergy",46.0871799,7.1704747,"lazarevic","illumina"
"mgm4695480","host-associated","terrestrial","animal_host-associated","animal_feces","Switzerland","Mice_Farm_Allergy",46.1937162,6.15149940000003,"lazarevic","illumina"
"mgm4695481","host-associated","terrestrial","animal_host-associated","animal_feces","Switzerland","Mice_Farm_Allergy",46.1937162,6.15149940000003,"lazarevic","illumina"
"mgm4695482","host-associated","terrestrial","animal_host-associated","animal_feces","Switzerland","Mice_Farm_Allergy",46.1937162,6.15149940000003,"lazarevic","illumina"
"mgm4695483","host-associated","terrestrial","animal_host-associated","animal_feces","Switzerland","Mice_Farm_Allergy",46.0871799,7.1704747,"lazarevic","illumina"
"mgm4695484","host-associated","terrestrial","animal_host-associated","animal_feces","Switzerland","Mice_Farm_Allergy",46.1937162,6.15149940000003,"lazarevic","illumina"
"mgm4695485","host-associated","terrestrial","animal_host-associated","animal_feces","Switzerland","Mice_Farm_Allergy",46.1937162,6.15149940000003,"lazarevic","illumina"
"mgm4695486","host-associated","terrestrial","animal_host-associated","animal_feces","Switzerland","Mice_Farm_Allergy",46.1937162,6.15149940000003,"lazarevic","illumina"
"mgm4695487","host-associated","terrestrial","animal_host-associated","animal_feces","Switzerland","Mice_Farm_Allergy",46.1937162,6.15149940000003,"lazarevic","illumina"
"mgm4695488","host-associated","terrestrial","animal_host-associated","animal_feces","Switzerland","Mice_Farm_Allergy",46.0871799,7.1704747,"lazarevic","illumina"
"mgm4695489","host-associated","terrestrial","animal_host-associated","animal_feces","Switzerland","Mice_Farm_Allergy",46.0871799,7.1704747,"lazarevic","illumina"
"mgm4695490","host-associated","terrestrial","animal_host-associated","animal_feces","Switzerland","Mice_Farm_Allergy",46.0871799,7.1704747,"lazarevic","illumina"
"mgm4697387","host-associated","terrestrial","plant_associated","rhizosphere","China","Agricultural soil viruses",33.29,120.13,"han","illumina"
"mgm4697957","free-living","terrestrial","soil","agricultural_soil","France","IMAGMO",48.2056388888889,7.36197222222222,"demaneche","illumina"
"mgm4697958","free-living","terrestrial","soil","agricultural_soil","France","IMAGMO",48.2056388888889,7.36197222222222,"demaneche","illumina"
"mgm4698299","host-associated","terrestrial","human_host-associated","saliva","India","RKlab - Dravidian Indian Saliva",12.20838,75.41153,"kumavath","illumina"
"mgm4698701","host-associated","terrestrial","human_host-associated","human_associated_biofilm","United Kingdom","RAP_pool2",53.49191,1.314801,"cheng","illumina"
"mgm4698702","host-associated","terrestrial","human_host-associated","human_associated_biofilm","United Kingdom","RAP_pool2",53.49191,1.314801,"cheng","illumina"
"mgm4698713","host-associated","terrestrial","human_host-associated","human_associated_biofilm","United Kingdom","RAP_pool2",53.49191,1.314801,"cheng","illumina"
"mgm4698770","host-associated","terrestrial","human_host-associated","human_associated_biofilm","United Kingdom","RAP_pool2",53.1,1.3,"cheng","illumina"
"mgm4698771","host-associated","terrestrial","human_host-associated","human_associated_biofilm","United Kingdom","RAP_pool2",53.1,1.3,"cheng","illumina"
"mgm4699602","host-associated","terrestrial","human_host-associated","human_associated_biofilm","United Kingdom","RAP_pool2",53.1,1.3,"cheng","illumina"
"mgm4700801","host-associated","terrestrial","human_host-associated","saliva","India","RKlab - Dravidian Indian Saliva",12.20838,75.41153,"kumavath","illumina"
"mgm4703102","host-associated","terrestrial","human_host-associated","saliva","United Kingdom","RAP_pool3",53.49191,1.314801,"cheng","illumina"
"mgm4703107","host-associated","terrestrial","human_host-associated","saliva","United Kingdom","RAP_pool3",53.49191,1.314801,"cheng","illumina"
"mgm4703108","host-associated","terrestrial","human_host-associated","saliva","United Kingdom","RAP_pool3",53.49191,1.314801,"cheng","illumina"
"mgm4703109","host-associated","terrestrial","human_host-associated","saliva","United Kingdom","RAP_pool3",53.49191,1.314801,"cheng","illumina"
"mgm4703110","host-associated","terrestrial","human_host-associated","saliva","United Kingdom","RAP_pool3",53.49191,1.314801,"cheng","illumina"
"mgm4703111","host-associated","terrestrial","human_host-associated","saliva","United Kingdom","RAP_pool3",53.49191,1.314801,"cheng","illumina"
"mgm4703113","host-associated","terrestrial","human_host-associated","saliva","United Kingdom","RAP_pool3",53.49191,1.314801,"cheng","illumina"
"mgm4703135","host-associated","terrestrial","human_host-associated","saliva","United Kingdom","RAP_pool3",53.49191,1.314801,"cheng","illumina"
"mgm4703498","host-associated","terrestrial","human_host-associated","saliva","United Kingdom","RAP_pool3",53.49191,1.314801,"cheng","illumina"
"mgm4703636","host-associated","terrestrial","human_host-associated","human_associated_biofilm","United Kingdom","RAP_pool3",53.49191,1.314801,"cheng","illumina"
"mgm4703637","host-associated","terrestrial","human_host-associated","human_associated_biofilm","United Kingdom","RAP_pool3",53.49191,1.314801,"cheng","illumina"
"mgm4703638","host-associated","terrestrial","human_host-associated","human_associated_biofilm","United Kingdom","RAP_pool3",53.49191,1.314801,"cheng","illumina"
"mgm4703639","host-associated","terrestrial","human_host-associated","human_associated_biofilm","United Kingdom","RAP_pool3",53.49191,1.314801,"cheng","illumina"
"mgm4703709","host-associated","terrestrial","human_host-associated","human_associated_biofilm","United Kingdom","RAP_pool3",53.49191,1.314801,"cheng","illumina"
"mgm4704047","host-associated","terrestrial","plant_associated","rhizosphere","Belgium","Lettuce_rhizosphere_chitin_pottingSoil",50.980853,3.778272,"de tender","illumina"
"mgm4704048","host-associated","terrestrial","plant_associated","rhizosphere","Belgium","Lettuce_rhizosphere_chitin_pottingSoil",50.980853,3.778272,"de tender","illumina"
"mgm4704049","host-associated","terrestrial","plant_associated","rhizosphere","Belgium","Lettuce_rhizosphere_chitin_pottingSoil",50.980853,3.778272,"de tender","illumina"
"mgm4704050","host-associated","terrestrial","plant_associated","rhizosphere","Belgium","Lettuce_rhizosphere_chitin_pottingSoil",50.980853,3.778272,"de tender","illumina"
"mgm4704051","host-associated","terrestrial","plant_associated","rhizosphere","Belgium","Lettuce_rhizosphere_chitin_pottingSoil",50.980853,3.778272,"de tender","illumina"
"mgm4704052","host-associated","terrestrial","plant_associated","rhizosphere","Belgium","Lettuce_rhizosphere_chitin_pottingSoil",50.980853,3.778272,"de tender","illumina"
"mgm4704053","host-associated","terrestrial","plant_associated","rhizosphere","Belgium","Lettuce_rhizosphere_chitin_pottingSoil",50.980853,3.778272,"de tender","illumina"
"mgm4704054","host-associated","terrestrial","plant_associated","rhizosphere","Belgium","Lettuce_rhizosphere_chitin_pottingSoil",50.980853,3.778272,"de tender","illumina"
"mgm4704055","host-associated","terrestrial","plant_associated","rhizosphere","Belgium","Lettuce_rhizosphere_chitin_pottingSoil",50.980853,3.778272,"de tender","illumina"
"mgm4704056","host-associated","terrestrial","plant_associated","rhizosphere","Belgium","Lettuce_rhizosphere_chitin_pottingSoil",50.980853,3.778272,"de tender","illumina"
"mgm4704057","host-associated","terrestrial","plant_associated","rhizosphere","Belgium","Lettuce_rhizosphere_chitin_pottingSoil",50.980853,3.778272,"de tender","illumina"
"mgm4704058","host-associated","terrestrial","plant_associated","rhizosphere","Belgium","Lettuce_rhizosphere_chitin_pottingSoil",50.980853,3.778272,"de tender","illumina"
"mgm4704059","host-associated","terrestrial","plant_associated","rhizosphere","Belgium","Lettuce_rhizosphere_chitin_pottingSoil",50.980853,3.778272,"de tender","illumina"
"mgm4704060","host-associated","terrestrial","plant_associated","rhizosphere","Belgium","Lettuce_rhizosphere_chitin_pottingSoil",50.980853,3.778272,"de tender","illumina"
"mgm4704061","host-associated","terrestrial","plant_associated","rhizosphere","Belgium","Lettuce_rhizosphere_chitin_pottingSoil",50.980853,3.778272,"de tender","illumina"
"mgm4704062","host-associated","terrestrial","plant_associated","rhizosphere","Belgium","Lettuce_rhizosphere_chitin_pottingSoil",50.980853,3.778272,"de tender","illumina"
"mgm4705013","free-living","terrestrial","soil","agricultural_soil","France","IMAGMO",48.2056388888889,7.36197222222222,"demaneche","illumina"
"mgm4705014","free-living","terrestrial","soil","agricultural_soil","France","IMAGMO",48.2056388888889,7.36197222222222,"demaneche","illumina"
"mgm4705015","free-living","terrestrial","soil","agricultural_soil","France","IMAGMO",48.2056388888889,7.36197222222222,"demaneche","illumina"
"mgm4705016","free-living","terrestrial","soil","agricultural_soil","France","IMAGMO",48.2056388888889,7.36197222222222,"demaneche","illumina"
"mgm4705017","free-living","terrestrial","soil","agricultural_soil","France","IMAGMO",48.2056388888889,7.36197222222222,"demaneche","illumina"
"mgm4705018","free-living","terrestrial","soil","agricultural_soil","France","IMAGMO",48.2056388888889,7.36197222222222,"demaneche","illumina"
"mgm4705019","free-living","terrestrial","soil","agricultural_soil","France","IMAGMO",48.2056388888889,7.36197222222222,"demaneche","illumina"
"mgm4705020","free-living","terrestrial","soil","agricultural_soil","France","IMAGMO",48.2056388888889,7.36197222222222,"demaneche","illumina"
"mgm4705021","free-living","terrestrial","soil","agricultural_soil","France","IMAGMO",48.2056388888889,7.36197222222222,"demaneche","illumina"
"mgm4705022","free-living","terrestrial","soil","agricultural_soil","France","IMAGMO",48.2056388888889,7.36197222222222,"demaneche","illumina"
"mgm4705023","free-living","terrestrial","soil","agricultural_soil","France","IMAGMO",48.2056388888889,7.36197222222222,"demaneche","illumina"
"mgm4705024","free-living","terrestrial","soil","agricultural_soil","France","IMAGMO",48.2056388888889,7.36197222222222,"demaneche","illumina"
"mgm4705025","free-living","terrestrial","soil","agricultural_soil","France","IMAGMO",48.2056388888889,7.36197222222222,"demaneche","illumina"
"mgm4705026","free-living","terrestrial","soil","agricultural_soil","France","IMAGMO",48.2056388888889,7.36197222222222,"demaneche","illumina"
"mgm4705027","free-living","terrestrial","soil","agricultural_soil","France","IMAGMO",48.2056388888889,7.36197222222222,"demaneche","illumina"
"mgm4705028","free-living","terrestrial","soil","agricultural_soil","France","IMAGMO",48.2056388888889,7.36197222222222,"demaneche","illumina"
"mgm4705029","free-living","terrestrial","soil","agricultural_soil","France","IMAGMO",48.2056388888889,7.36197222222222,"demaneche","illumina"
"mgm4705031","free-living","terrestrial","soil","agricultural_soil","France","IMAGMO",48.2056388888889,7.36197222222222,"demaneche","illumina"
"mgm4705032","free-living","terrestrial","soil","agricultural_soil","France","IMAGMO",48.2056388888889,7.36197222222222,"demaneche","illumina"
"mgm4705033","free-living","terrestrial","soil","agricultural_soil","France","IMAGMO",48.2056388888889,7.36197222222222,"demaneche","illumina"
"mgm4705034","free-living","terrestrial","soil","agricultural_soil","France","IMAGMO",48.2056388888889,7.36197222222222,"demaneche","illumina"
"mgm4705361","free-living","freshwater","wastewater","sewage","Switzerland","QLNutritec",46.1983922,6.1422961,"lefort","illumina"
"mgm4705362","free-living","freshwater","wastewater","sewage","Switzerland","QLNutritec",46.1983922,6.1422961,"lefort","illumina"
"mgm4707652","host-associated","terrestrial","human_host-associated","saliva","United Kingdom","PMI Saliva",53.807494,1.521012,"nadat","illumina"
"mgm4707653","host-associated","terrestrial","human_host-associated","saliva","United Kingdom","PMI Saliva",53.807494,1.521012,"nadat","illumina"
"mgm4707654","host-associated","terrestrial","human_host-associated","saliva","United Kingdom","PMI Saliva",53.807494,1.521012,"nadat","illumina"
